plate,position,well,Z-score R1: normalized_r1_ch1,Z-score R2: normalized_r2_ch1,Z-score R3: normalized_r3_ch1,GeneID,GeneSymbol,Median,Significance,Antibody
7,7,A07,0.604,1.84,1.849,NM_198534,FLJ35784,1.84,1,L243
11,36,C12,0.463,2.022,1.863,NM_194282,DKFZP686L1814,1.863,1,L243
9,33,C09,0.3,1.783,1.869,NM_139162,SMCR7,1.783,1,L243
6,5,A05,0.411,1.125,1.888,NM_025072,PTGES2,1.125,1,L243
9,41,D05,0.517,2.115,1.912,NM_152908,FLJ31196,1.912,1,L243
10,91,H07,0.752,1.041,1.925,NM_025138,C13ORF23,1.041,1,L243
9,47,D11,0.336,1.615,1.927,NM_032906,MGC14156,1.615,1,L243
9,32,C08,0.019,2.37,1.934,NM_153338,FLJ90165,1.934,1,L243
4,54,E06,NA,1.623,1.94,NM_214461,MGC50273,1.7815,1,L243
3,67,F07,0.508,1.354,1.944,NM_138289,ACTRT1,1.354,1,L243
10,8,A08,0.349,2.431,1.96,NM_130901,C15ORF16,1.96,1,L243
8,63,F03,0.457,1.491,1.972,NM_001004348,FLJ16171,1.491,1,L243
1,23,B11,0.821,2.174,1.986,NM_017827,SARS2,1.986,1,L243
6,4,A04,0.704,3.169,1.986,NM_025047,FLJ22595,1.986,1,L243
7,69,F09,0.761,1.539,2.006,NM_152282,FLJ23751,1.539,1,L243
6,71,F11,NA,1.299,2.039,XM_046911,ZDHHC18,1.669,1,L243
11,89,H05,0.48,1.304,2.053,NM_203454,MGC26594,1.304,1,L243
8,78,G06,-0.35,1.64,2.079,XM_373489,LOC387746,1.64,1,L243
9,7,A07,0.896,3.251,2.091,NM_031299,CDCA3,2.091,1,L243
6,15,B03,NA,1.8,2.126,NM_031216,SEC13L,1.963,1,L243
12,15,B03,0.44,1.495,2.129,NM_022168,MDA5,1.495,1,L243
9,89,H05,0.754,2.4,2.217,NM_006351,TIMM44,2.217,1,L243
6,96,H12,0.499,1.299,2.228,NM_015913,TLP19,1.299,1,L243
10,66,F06,-0.373,2.116,2.244,NM_145345,SOC,2.116,1,L243
3,34,C10,0.356,1.921,2.265,NM_007353,GNA12,1.921,1,L243
8,48,D12,-0.162,1.944,2.296,XM_378743,LOC400647,1.944,1,L243
8,59,E11,0.259,1.64,2.324,NM_001004336,FLJ90757,1.64,1,L243
8,57,E09,0.782,2.496,2.358,XM_379877,LOC402556,2.358,1,L243
8,51,E03,0.787,1.897,2.365,XM_371117,LOC388476,1.897,1,L243
8,22,B10,0.611,2.315,2.466,XM_375698,LOC400745,2.315,1,L243
2,36,C12,NA,2.339,2.476,NM_022779,DDX31,2.4075,1,L243
10,5,A05,0.563,0.999,2.495,NM_152586,USP54,0.999,1,L243
10,18,B06,0.222,2.376,2.502,XM_372039,LOC389651,2.376,1,L243
6,48,D12,0.619,0.938,2.566,XM_034262,KIAA1727,0.938,1,L243
12,56,E08,0.062,1.078,2.789,wt,wt,1.078,1,L243
6,77,G05,NA,1.942,2.864,NM_003293,TPS1,2.403,1,L243
12,76,G04,0.154,1.412,2.883,NM_054021,GPR101,1.412,1,L243
10,58,E10,0.752,1.299,2.928,NM_052859,RFT1,1.299,1,L243
8,18,B06,-0.252,2.686,2.93,XM_292943,NAP5,2.686,1,L243
6,7,A07,NA,3.132,2.971,NM_025108,FLJ13909,3.0515,1,L243
6,90,H06,0.75,1.507,3.301,NM_001062,TCN1,1.507,1,L243
5,31,C07,NA,3,3.39,NM_001089,ABCA3,3.195,1,L243
6,72,F12,NA,2.286,3.532,NM_012465,TLL2,2.909,1,L243
4,59,E11,NA,1.431,3.578,XM_104657,LOC164714,2.5045,1,L243
8,67,F07,-2.326,-1.55,-1.731,NM_001005516,OR5K3,-1.731,0,L243
12,13,B01,-2.257,-1.158,-1.701,DO,DO,-1.701,0,L243
11,1,A01,-1.985,-1.434,-1.673,DO,DO,-1.673,0,L243
10,13,B01,-1.806,-0.266,-1.624,DO,DO,-1.624,0,L243
7,13,B01,-2.191,-0.811,-1.596,DO,DO,-1.596,0,L243
11,63,F03,-2.211,-1.141,-1.531,NM_181688,KRTAP10-10,-1.531,0,L243
8,56,E08,-1.936,-0.784,-1.525,XM_373373,LOC392549,-1.525,0,L243
11,8,A08,-2.083,-1.755,-1.48,NM_005160,ADRBK2,-1.755,0,L243
7,28,C04,-2.521,-1.176,-1.459,XM_379368,LOC401215,-1.459,0,L243
11,37,D01,-1.967,-1.632,-1.405,DO,DO,-1.632,0,L243
11,27,C03,-1.985,-1.067,-1.38,NM_145288,ZNF342,-1.38,0,L243
10,25,C01,-1.815,-0.224,-1.342,DO,DO,-1.342,0,L243
8,40,D04,-2.009,-1.605,-1.265,NM_207172,GPR154,-1.605,0,L243
9,25,C01,-1.861,0.271,-1.25,DO,DO,-1.25,0,L243
7,90,H06,-2.009,-1.646,-1.242,XM_376051,LOC400952,-1.646,0,L243
7,25,C01,-2.268,-0.496,-1.206,DO,DO,-1.206,0,L243
8,72,F12,-2.199,-1.324,-1.157,XM_372991,LOC391540,-1.324,0,L243
10,53,E05,-1.863,-1.333,-1.142,NM_138286,LOC148213,-1.333,0,L243
11,65,F05,-1.949,-0.593,-1.135,XM_374134,LOC389319,-1.135,0,L243
8,71,F11,-1.96,-0.906,-1.015,XM_371663,LOC389147,-1.015,0,L243
8,70,F10,-1.872,-0.689,-1.003,NM_212556,ASB18,-1.003,0,L243
10,28,C04,-1.863,-0.903,-0.993,XM_117268,LOC200731,-0.993,0,L243
5,19,B07,-1.982,-1.001,-0.982,NM_013249,ZNF214,-1.001,0,L243
9,1,A01,-2.977,0.164,-0.933,DO,DO,-0.933,0,L243
8,20,B08,-1.848,-0.833,-0.865,XM_375803,LOC400785,-0.865,0,L243
12,25,C01,-2.294,-1.196,-0.773,DO,DO,-1.196,0,L243
9,13,B01,-1.982,0.437,-0.708,DO,DO,-0.708,0,L243
6,84,G12,-2.323,-1.223,-0.688,NM_003116,SPAG4,-1.223,0,L243
6,22,B10,-2.008,-1.483,-0.661,NM_014955,CGI-01,-1.483,0,L243
10,61,F01,-1.93,0.464,-0.566,siDM,siDM,-0.566,0,L243
2,76,G04,0.959,0.638,-0.214,NM_020650,RCN3,0.638,0,L243
6,35,C11,-2.599,-1.446,-0.195,NM_199511,URB,-1.446,0,L243
4,42,D06,-3.054,-0.216,0.202,siControl,siControl,-0.216,0,L243
2,59,E11,0.91,0.542,0.341,NM_021177,LSM2,0.542,0,L243
7,32,C08,0.974,0.84,0.555,XM_377835,LOC402168,0.84,0,L243
2,27,C03,-3.999,0.717,0.616,NM_024725,FLJ23518,0.616,0,L243
4,80,G08,1.33,-0.533,0.742,XM_371237,CATSPER4,0.742,0,L243
6,20,B08,1.258,0.501,0.775,NM_030645,KIAA1720,0.775,0,L243
11,25,C01,-2.238,-1.552,NA,DO,DO,-1.895,1,L243
10,64,F04,-1.92,0.799,NA,NM_052997,ANKRD30A,-0.5605,0,L243
11,96,H12,1.116,NA,NA,XM_212162,LOC286080,1.116,1,L243
12,51,E03,-1.66,-2.017,-1.296,NM_018154,ASF1B,-1.66,0,L243
4,87,H03,-0.774,1.414,-1.185,XM_293802,LOC345378,-0.774,0,L243
4,58,E10,-1.402,2.555,-1.185,XM_374161,LOC389369,-1.185,0,L243
4,92,H08,-1.273,1.507,-1.141,XM_212123,LOC285995,-1.141,0,L243
5,1,A01,-1.396,-1.941,-1.052,DO,DO,-1.396,0,L243
4,52,E04,-0.82,-2.072,-1.001,XM_378708,LOC400623,-1.001,0,L243
4,1,A01,-0.902,-1.941,-0.979,DO,DO,-0.979,0,L243
4,40,D04,0.145,1.778,-0.637,XM_375007,LOC400093,0.145,0,L243
4,39,D03,-0.272,0.938,-0.557,XM_373575,LOC387946,-0.272,0,L243
1,64,F04,-0.072,1.059,-0.51,NM_014548,TMOD2,-0.072,0,L243
4,48,D12,0.192,1.233,-0.361,XM_373633,LOC388134,0.192,0,L243
4,34,C10,-0.231,2.653,-0.361,NM_207401,FLJ45717,-0.231,0,L243
1,75,G03,-0.145,1.178,-0.284,XM_376212,LOC339862,-0.145,0,L243
4,23,B11,-0.765,2.346,-0.237,NM_175854,PAN3,-0.237,0,L243
1,69,F09,0.348,1.129,-0.174,XM_376328,FAM13A1,0.348,0,L243
1,54,E06,NA,1.377,-0.074,NM_201546,LOC200008,0.6515,0,L243
4,31,C07,-0.847,3,-0.005,XM_291671,RBM20,-0.005,0,L243
4,33,C09,-0.165,2.744,0.032,NM_173593,B4GALNAC-T3,0.032,0,L243
9,8,A08,-0.6,1.512,0.039,NM_031307,FKSG32,0.039,0,L243
4,22,B10,-0.685,2.301,0.104,NM_203301,FBXO33,0.104,0,L243
9,19,B07,-0.921,1.091,0.107,NM_024108,MGC2650,0.107,0,L243
11,82,G10,0.307,1.529,0.12,NM_199129,KUA,0.307,0,L243
11,64,F04,-0.976,1.194,0.129,NM_201628,FLJ43806,0.129,0,L243
7,15,B03,-0.402,1.03,0.13,NM_212553,LOC391622,0.13,0,L243
3,8,A08,0.494,1.42,0.193,NM_003040,SLC4A2,0.494,0,L243
9,15,B03,-0.663,1.035,0.194,NM_024093,MGC5509,0.194,0,L243
1,12,A12,NA,1.309,0.217,NM_032379,SYTL2,0.763,0,L243
12,6,A06,-0.158,1.131,0.245,XM_378832,LOC284661,0.245,0,L243
3,84,G12,0.297,1.383,0.28,NM_001001560,GGA1,0.297,0,L243
8,54,E06,-0.406,1.599,0.287,XM_373790,LOC388497,0.287,0,L243
11,83,G11,-0.405,1.185,0.322,NM_198085,RNF148,0.322,0,L243
10,75,G03,-0.168,1.242,0.366,NM_014792,KIAA0125,0.366,0,L243
4,78,G06,0.902,1.881,0.367,NM_152286,C9ORF111,0.902,0,L243
11,57,E09,0.415,1.753,0.388,XM_370718,LOC387914,0.415,0,L243
4,27,C03,-0.044,1.259,0.419,NM_153375,PLAC2,0.419,0,L243
2,87,H03,0.898,1.421,0.441,NM_198795,TDRD1,0.898,0,L243
8,33,C09,0.403,1.182,0.464,XM_171855,LOC255275,0.464,0,L243
8,44,D08,-0.96,1.27,0.464,XM_291991,LOC387870,0.464,0,L243
4,17,B05,0.84,1.582,0.47,XM_208731,C14ORF68,0.84,0,L243
1,57,E09,-0.046,1.08,0.472,NM_198275,LOC196264,0.472,0,L243
10,80,G08,-0.285,1.016,0.484,NM_032444,BTBD12,0.484,0,L243
10,44,D08,NA,1.234,0.502,XM_372078,LOC389710,0.868,0,L243
3,15,B03,0.192,0.915,0.532,NM_001005217,FRG2,0.532,0,L243
9,76,G04,-0.748,1.372,0.538,NM_005445,CSPG6,0.538,0,L243
7,34,C10,0.813,1.237,0.546,XM_374735,LOC392730,0.813,0,L243
3,80,G08,0.116,1.703,0.577,NM_015569,DNM3,0.577,0,L243
9,20,B08,-0.25,1.128,0.592,NM_178465,TSPYL3,0.592,0,L243
11,41,D05,-0.418,1.296,0.592,XM_376578,PHF14,0.592,0,L243
1,70,F10,0.601,1.628,0.599,NM_006118,HAX1,0.601,0,L243
4,41,D05,NA,1.065,0.603,XM_370713,LOC387907,0.834,0,L243
3,27,C03,0.319,0.985,0.607,NM_001803,CDW52,0.607,0,L243
6,52,E04,-1.295,-1.835,0.623,NM_033106,GALP,-1.295,0,L243
11,59,E11,-0.204,1.142,0.628,NM_153266,MGC33486,0.628,0,L243
9,40,D04,-0.579,1.035,0.636,XM_375353,LOC146481,0.636,0,L243
3,47,D11,-0.639,1.325,0.636,NM_012143,TFIP11,0.636,0,L243
4,84,G12,0.222,2.053,0.636,XM_297816,LOC343637,0.636,0,L243
11,60,E12,-0.283,1.098,0.637,NM_024331,C20ORF121,0.637,0,L243
10,89,H05,-0.321,0.956,0.652,NM_198923,MRGPRD,0.652,0,L243
11,71,F11,-0.028,1.355,0.673,NM_024661,FLJ12436,0.673,0,L243
10,77,G05,-0.111,1.476,0.678,XM_088459,KIAA0310,0.678,0,L243
7,82,G10,0.73,0.912,0.679,NM_004981,KCNJ4,0.73,0,L243
1,79,G07,0.403,1.411,0.688,NM_178172,LOC338328,0.688,0,L243
3,18,B06,0.348,1.584,0.695,NM_030673,SEC13L1,0.695,0,L243
7,75,G03,0.233,0.944,0.696,XM_372769,LOC391013,0.696,0,L243
3,6,A06,NA,1.273,0.71,NM_015176,FBXO28,0.9915,1,L243
3,28,C04,NA,1.362,0.71,NM_021010,DEFA5,1.036,1,L243
11,92,H08,0.148,1.479,0.735,NM_133370,YT521,0.735,0,L243
8,17,B05,-0.375,1.608,0.735,NM_181536,PKD1L3,0.735,0,L243
5,5,A05,0.267,1.355,0.736,NM_015027,KIAA0251,0.736,0,L243
11,69,F09,NA,-5.704,0.744,XM_372749,LOC390975,-2.48,1,L243
11,35,C11,0.463,1.65,0.753,NM_178177,NMNAT3,0.753,0,L243
2,64,F04,0.898,1.696,0.756,XM_371953,KIAA1466,0.898,0,L243
8,66,F06,-1.326,0.995,0.761,NM_001005483,OR4K5,0.761,0,L243
10,35,C11,0.168,0.99,0.764,XM_378309,LOC399951,0.764,0,L243
3,19,B07,0.808,1.229,0.775,NM_006924,SFRS1,0.808,0,L243
7,57,E09,0.673,1.092,0.783,XM_371470,LOC388907,0.783,0,L243
10,39,D03,0.065,1.594,0.79,XM_370634,LOC387781,0.79,0,L243
3,95,H11,0.407,1.751,0.804,XM_370754,THTPA,0.804,0,L243
11,80,G08,0.368,1.512,0.806,NM_031463,LOC83693,0.806,0,L243
2,9,A09,-0.332,1.06,0.821,NM_024582,FATJ,0.821,0,L243
3,65,F05,0.26,1.199,0.833,NM_002794,PSMB2,0.833,0,L243
10,48,D12,0.202,0.964,0.84,NM_032115,KCNK16,0.84,0,L243
8,58,E10,0.414,1.252,0.84,NM_001004326,FLJ16331,0.84,0,L243
2,20,B08,-0.154,0.963,0.872,NM_024692,FLJ21069,0.872,0,L243
9,69,F09,0.886,1.538,0.872,NM_014661,KIAA0140,0.886,0,L243
7,76,G04,0.492,1.29,0.894,NM_207469,UNQ827,0.894,0,L243
10,43,D07,-0.047,1.007,0.908,XM_374292,LOC389707,0.908,0,L243
12,19,B07,NA,0.918,NA,NM_173687,FLJ37131,0.918,1,L243
11,51,E03,-0.297,0.921,NA,XM_294794,LOC339065,0.312,0,L243
7,87,H03,0.356,1.131,NA,XM_372919,LOC391356,0.7435,0,L243
10,70,F10,-0.226,1.134,NA,NM_032639,FAPP2,0.454,0,L243
9,44,D08,-0.114,1.174,NA,XM_376094,LOC90499,0.53,0,L243
6,54,E06,NA,1.266,NA,NM_033085,FATE,1.266,1,L243
6,10,A10,NA,1.356,NA,NM_030931,DEFB126,1.356,1,L243
8,39,D03,-0.24,1.364,NA,XM_374095,LOC389242,0.562,0,L243
8,10,A10,0.243,1.458,NA,NM_182616,MGC61550,0.8505,0,L243
10,47,D11,0.395,1.46,NA,XM_372328,LOC390006,0.9275,1,L243
10,67,F07,-0.125,1.492,NA,NM_033315,RASL10B,0.6835,0,L243
7,12,A12,0.546,1.503,NA,NM_207416,FLJ44082,1.0245,1,L243
4,96,H12,NA,1.524,NA,XM_375261,LOC400452,1.524,1,L243
2,22,B10,NA,1.546,NA,NM_024707,GEMIN7,1.546,1,L243
11,5,A05,NA,1.634,NA,NM_019009,TOLLIP,1.634,1,L243
4,12,A12,NA,1.64,NA,NM_198481,UNQ3033,1.64,1,L243
9,4,A04,NA,1.674,NA,NM_025205,EG1,1.674,1,L243
2,63,F03,NA,1.682,NA,NM_020845,PITPNM2,1.682,1,L243
9,34,C10,0.383,1.708,NA,NM_198444,UNQ9366,1.0455,1,L243
3,21,B09,NA,1.717,NA,NM_004500,HNRPC,1.717,1,L243
10,17,B05,0.309,1.755,NA,XM_374123,LOC389295,1.032,1,L243
8,79,G07,0.478,1.77,NA,XM_374987,LOC400055,1.124,1,L243
10,56,E08,0.862,1.868,NA,NM_182517,MGC52423,1.365,1,L243
8,34,C10,0.69,1.881,NA,XM_298233,LOC344709,1.2855,1,L243
6,8,A08,NA,2.066,NA,NM_030922,NIPA2,2.066,1,L243
5,18,B06,NA,2.091,NA,NM_003457,ZNF207,2.091,1,L243
12,65,F05,NA,2.356,NA,NM_006230,POLD2,2.356,1,L243
5,53,E05,NA,2.382,NA,NM_003508,FZD9,2.382,1,L243
9,6,A06,0.654,2.571,NA,NM_025234,REC14,1.6125,1,L243
6,91,H07,NA,3.922,NA,NM_004610,TCP10,3.922,1,L243
8,32,C08,-1.715,-0.491,-3.823,XM_211339,LOC284120,-1.715,0,L243
2,83,G11,-0.816,-0.809,-2.18,XM_375456,DKFZP761G2113,-0.816,0,L243
1,33,C09,-0.603,0.004,-2.038,XM_166443,TDRD6,-0.603,0,L243
1,14,B02,-0.704,-0.106,-2.016,wt,wt,-0.704,0,L243
2,1,A01,-0.956,-1.179,-1.974,DO,DO,-1.179,0,L243
7,8,A08,-1.667,-1.045,-1.866,XM_371132,FLJ38144,-1.667,0,L243
6,74,G02,-1.089,-0.266,0.923,wt,wt,-0.266,0,L243
1,92,H08,0.689,-0.038,0.932,NM_173820,FLJ35487,0.689,0,L243
7,44,D08,0.433,0.694,0.944,XM_374414,LOC392647,0.694,0,L243
2,91,H07,0.591,0.717,0.957,NM_018847,KIAA1354,0.717,0,L243
1,24,B12,-0.552,0.307,0.967,siControl,siControl,0.307,0,L243
4,21,B09,0.854,0.521,0.981,XM_211287,LOC283999,0.854,0,L243
11,22,B10,0.01,0.129,1.014,NM_024327,ZNF576,0.129,0,L243
6,28,C04,-0.682,0.565,1.016,NM_024825,FLJ23447,0.565,0,L243
5,9,A09,0.267,0.761,1.02,NM_003849,SUCLG1,0.761,0,L243
8,8,A08,0.05,0.295,1.028,NM_178865,TDE2L,0.295,0,L243
6,89,H05,-0.823,0.226,1.036,NM_033161,SURF4,0.226,0,L243
2,48,D12,0.341,0.623,1.048,NM_022061,MRPL17,0.623,0,L243
11,39,D03,-0.21,0.561,1.056,NM_025145,C10ORF79,0.561,0,L243
11,30,C06,0.029,0.466,1.073,NM_032301,FBXW9,0.466,0,L243
9,43,D07,-0.47,0.835,1.075,NM_080652,MGC15397,0.835,0,L243
1,18,B06,0.28,0.088,1.092,NM_017996,DET1,0.28,0,L243
11,18,B06,0.117,0.795,1.098,NM_178452,LOC123872,0.795,0,L243
3,70,F10,0.6,0.21,1.099,NM_012332,ACATE2,0.6,0,L243
12,31,C07,-0.334,0.371,1.103,NM_005115,MVP,0.371,0,L243
1,91,H07,0.689,0.908,1.105,XM_379432,LOC285733,0.908,0,L243
1,46,D10,0.154,-0.021,1.119,NM_174925,LOC205251,0.154,0,L243
5,20,B08,-0.612,0.618,1.128,NM_021109,TMSB4X,0.618,0,L243
2,65,F05,0.109,0.591,1.131,NM_020861,ZBTB2,0.591,0,L243
6,94,H10,0.095,0.491,1.138,siControl,siControl,0.491,0,L243
8,35,C11,-0.375,0.876,1.144,XM_113967,LOC201475,0.876,0,L243
3,63,F03,0.787,0.112,1.146,NM_002277,KRTHA1,0.787,0,L243
6,27,C03,-0.103,-0.576,1.148,NM_024818,UBE1DC1,-0.103,0,L243
6,64,F04,0.223,0.178,1.148,NM_032153,ZIC4,0.223,0,L243
6,44,D08,0.258,0.843,1.158,NM_198274,SMYD1,0.843,0,L243
7,77,G05,0.647,0.653,1.159,NM_207472,FLJ46020,0.653,0,L243
6,40,D04,0.216,0.601,1.168,NM_152506,C21ORF129,0.601,0,L243
8,36,C12,-0.512,0.64,1.169,XM_211408,LOC284260,0.64,0,L243
3,69,F09,0.245,0.201,1.174,NM_000951,PRRG2,0.245,0,L243
11,20,B08,-0.459,-0.036,1.181,NM_021134,MRPL23,-0.036,0,L243
7,35,C11,0.317,0.735,1.183,XM_380138,LOC402586,0.735,0,L243
7,36,C12,0.699,0.856,1.199,XM_374590,LOC392850,0.856,0,L243
4,9,A09,0.6,0.761,1.233,XM_290822,LOC284367,0.761,0,L243
12,18,B06,-0.709,-0.414,1.244,NM_018347,C20ORF29,-0.414,0,L243
7,80,G08,0.422,0.84,1.271,NM_203453,LOC403313,0.84,0,L243
8,6,A06,-1.133,0.224,1.292,XM_370930,LOC388205,0.224,0,L243
6,21,B09,NA,0.435,1.298,NM_015885,PCF11,0.8665,0,L243
4,30,C06,0.77,0.168,1.307,NM_173358,SSX7,0.77,0,L243
6,33,C09,0.328,0.737,1.307,NM_138815,LOC151871,0.737,0,L243
9,30,C06,0.1,0.699,1.319,NM_152340,FLJ39075,0.699,0,L243
1,66,F06,-1.106,-1.091,1.321,NM_013310,C2ORF27,-1.091,0,L243
7,51,E03,0.171,0.88,1.35,XM_379847,LOC402520,0.88,0,L243
12,75,G03,-0.57,-1.533,1.355,NM_024711,HIAN2,-0.57,0,L243
8,5,A05,-0.258,0.773,1.356,XM_372643,LOC390738,0.773,0,L243
6,34,C10,-0.806,0.36,1.405,XM_379196,LOC151877,0.36,0,L243
4,4,A04,NA,0.808,1.424,NM_178530,FLJ38379,1.116,1,L243
12,44,D08,0.393,0.312,1.428,wt,wt,0.393,0,L243
8,19,B07,0.215,0.857,1.467,XM_372789,LOC391088,0.857,0,L243
6,47,D11,-0.528,0.099,1.52,NM_173513,MGC43122,0.099,0,L243
3,54,E06,0.429,0.166,1.535,NM_152291,MUC7,0.429,0,L243
12,20,B08,-0.107,0.498,1.535,wt,wt,0.498,0,L243
6,53,E05,0.223,0.556,1.539,NM_033111,LOC88523,0.556,0,L243
8,9,A09,0.424,0.857,1.545,NM_182613,FLJ33915,0.857,0,L243
4,10,A10,0.77,0.412,1.596,NM_178525,MGC33407,0.77,0,L243
12,40,D04,0.197,0.725,1.597,NM_002367,MAGEB4,0.725,0,L243
12,52,E04,-0.434,0.381,1.641,NM_007264,ADMR,0.381,0,L243
6,31,C07,0.073,0.674,1.725,NM_024889,C10ORF81,0.674,0,L243
6,30,C06,0.363,0.825,1.725,NM_024884,C14ORF160,0.825,0,L243
12,39,D03,-0.145,0.818,1.814,NM_020200,PRTFDC1,0.818,0,L243
3,58,E10,0.882,0.683,1.823,NM_005952,MT1X,0.882,0,L243
6,43,D07,0.593,0.665,1.879,NM_207327,LOC150383,0.665,0,L243
6,60,E12,0.492,0.728,1.906,NM_032138,KBTBD7,0.728,0,L243
12,89,H05,0.124,0.381,1.94,NM_138342,LOC89944,0.381,0,L243
11,17,B05,0.111,0.858,1.988,NM_024106,ZNF426,0.858,0,L243
12,54,E06,0.16,0.772,2.265,NM_025029,FLJ14346,0.772,0,L243
6,66,F06,0.865,0.772,2.59,NM_032175,FLJ12787,0.865,0,L243
4,47,D11,NA,-0.339,2.736,XM_370872,LOC388132,1.1985,1,L243
6,80,G08,NA,NA,2.78,NM_006758,U2AF1,2.78,1,L243
3,9,A09,-1.574,-1.401,-1.729,NM_006934,SLC6A9,-1.574,0,L243
11,90,H06,-1.557,-0.696,-1.686,XM_379041,LOC400920,-1.557,0,L243
3,49,E01,-1.014,-0.476,-1.686,siDM,siDM,-1.014,0,L243
1,53,E05,-1.403,-1.022,-1.676,NM_173543,FLJ32844,-1.403,0,L243
12,9,A09,-1.079,-0.425,-1.671,wt,wt,-1.079,0,L243
1,61,F01,-0.997,-0.483,-1.665,siDM,siDM,-0.997,0,L243
10,84,G12,-1.001,-1.445,-1.662,NM_138393,C19ORF32,-1.445,0,L243
6,16,B04,-0.171,0.772,-1.649,siControl,siControl,-0.171,0,L243
3,25,C01,-1.554,-0.331,-1.633,DO,DO,-1.554,0,L243
3,1,A01,-1.513,-0.828,-1.507,DO,DO,-1.507,0,L243
2,17,B05,-1.55,-0.829,-1.506,NM_024681,FLJ12242,-1.506,0,L243
5,80,G08,-0.871,-0.533,-1.487,NM_000794,DRD1,-0.871,0,L243
5,82,G10,-1.633,-1.165,-1.462,NM_024531,FLJ11856,-1.462,0,L243
12,64,F04,-1.473,-0.937,-1.438,NM_000844,GRM7,-1.438,0,L243
1,8,A08,-1.177,-0.63,-1.435,NM_018641,CHST12,-1.177,0,L243
7,43,D07,-1.395,-0.98,-1.422,XM_379797,LOC402469,-1.395,0,L243
1,38,D02,-0.682,-0.584,-1.394,wt,wt,-0.682,0,L243
3,13,B01,-1.023,-0.398,-1.394,DO,DO,-1.023,0,L243
4,79,G07,-1.422,-0.649,-1.387,NM_198853,TRIM50C,-1.387,0,L243
7,22,B10,-1.69,-0.586,-1.386,XM_210906,LOC283166,-1.386,0,L243
7,67,F07,-1.476,-1.276,-1.313,NM_001004067,NOMO3,-1.313,0,L243
1,1,A01,-0.697,-1.061,-1.313,DO,DO,-1.061,0,L243
6,11,A11,-0.512,0.217,-1.312,siControl,siControl,-0.512,0,L243
2,13,B01,-0.751,-0.809,-1.31,DO,DO,-0.809,0,L243
10,37,D01,-1.768,-0.414,-1.295,DO,DO,-1.295,0,L243
2,37,D01,-0.632,-0.681,-1.29,DO,DO,-0.681,0,L243
7,88,H04,-1.184,-1.143,-1.277,XM_372761,LOC391001,-1.184,0,L243
10,52,E04,-1.403,-0.554,-1.271,NM_031955,NYD-SP12,-1.271,0,L243
11,13,B01,-1.691,-1.369,-1.269,DO,DO,-1.369,0,L243
11,58,E10,-1.708,-0.216,-1.256,XM_293633,LOC344892,-1.256,0,L243
6,1,A01,-1.757,-0.914,-1.253,DO,DO,-1.253,0,L243
1,73,G01,-0.712,-0.511,-1.243,siDM,siDM,-0.712,0,L243
2,25,C01,-0.162,-0.75,-1.239,DO,DO,-0.75,0,L243
9,66,F06,-1.545,-0.212,-1.214,NM_004863,SPTLC2,-1.214,0,L243
12,3,A03,-0.387,0.181,-1.213,siControl,siControl,-0.387,0,L243
10,2,A02,-0.517,-0.203,-1.2,wt,wt,-0.517,0,L243
1,49,E01,-0.763,-0.752,-1.193,siDM,siDM,-0.763,0,L243
2,2,A02,-0.476,-0.469,-1.189,wt,wt,-0.476,0,L243
3,85,H01,-0.519,-0.985,-1.183,siDM,siDM,-0.985,0,L243
6,19,B07,0.512,0.611,-1.179,NM_025243,SLC19A3,0.512,0,L243
10,40,D04,-1.592,-0.467,-1.177,XM_372412,LOC390197,-1.177,0,L243
12,30,C06,-1.116,-0.961,-1.172,NM_178815,ARL8,-1.116,0,L243
8,37,D01,-0.926,-0.809,-1.157,DO,DO,-0.926,0,L243
4,85,H01,-0.658,-0.316,-1.152,siDM,siDM,-0.658,0,L243
3,2,A02,-0.519,-0.495,-1.124,wt,wt,-0.519,0,L243
11,42,D06,-0.257,0.078,-1.112,siControl,siControl,-0.257,0,L243
2,41,D05,-0.053,-0.219,-1.11,NM_198066,GNPNAT1,-0.219,0,L243
1,59,E11,-1.57,0.12,-1.095,XM_113796,LOC196996,-1.095,0,L243
8,52,E04,-0.462,0.717,-1.085,XM_378793,LOC400684,-0.462,0,L243
12,2,A02,-1.37,-0.549,-1.077,wt,wt,-1.077,0,L243
12,67,F07,-1.238,-0.687,-1.063,NM_152510,MGC26710,-1.063,0,L243
2,67,F07,-1.746,-0.394,-1.061,NM_020889,PHF12,-1.061,0,L243
8,75,G03,-1.289,-0.906,-1.05,XM_370639,LOC387791,-1.05,0,L243
10,86,H02,-0.79,0.764,-1.05,wt,wt,-0.79,0,L243
2,38,D02,-0.003,-0.432,-1.042,wt,wt,-0.432,0,L243
8,13,B01,-1.028,-1.324,-1.038,DO,DO,-1.038,0,L243
1,2,A02,-0.646,-0.402,-1.018,wt,wt,-0.646,0,L243
7,85,H01,-1.213,-0.811,-1.008,siDM,siDM,-1.008,0,L243
4,70,F10,-1.493,-0.107,-1.001,XM_064903,LOC126017,-1.001,0,L243
1,55,E07,-0.007,0.218,-0.989,siControl,siControl,-0.007,0,L243
7,37,D01,-1.432,-0.646,-0.985,DO,DO,-0.985,0,L243
2,14,B02,-0.339,-0.301,-0.984,wt,wt,-0.339,0,L243
12,37,D01,-1.776,-1.034,-0.983,DO,DO,-1.034,0,L243
