plate,position,well,Z-score R1: normalized_r1_ch1,Z-score R2: normalized_r2_ch1,Z-score R3: normalized_r3_ch1,GeneID,GeneSymbol,Median,Significance,Antibody
9,8,A08,0.454,1.807,0.738,NM_031307,FKSG32,0.738,0,CLIP
11,10,A10,-0.796,1.273,0.763,NM_015470,GAF1,0.763,0,CLIP
7,15,B03,0.054,1.92,0.768,NM_212553,LOC391622,0.768,0,CLIP
9,40,D04,0.487,1.115,0.769,XM_375353,LOC146481,0.769,0,CLIP
8,80,G08,0.069,2.122,0.784,XM_373539,LOC387871,0.784,0,CLIP
7,31,C07,0.67,1.433,0.797,XM_377834,LOC402167,0.797,0,CLIP
7,10,A10,0.768,1.78,0.827,NM_205854,UNQ541,0.827,0,CLIP
8,63,F03,0.539,1.212,0.842,NM_001004348,FLJ16171,0.842,0,CLIP
10,27,C03,0.82,1.407,0.877,XM_165448,LOC220717,0.877,0,CLIP
4,54,E06,NA,1.756,0.897,NM_214461,MGC50273,1.3265,1,CLIP
10,30,C06,0.199,1.438,0.908,XM_063084,LOC122335,0.908,0,CLIP
2,18,B06,0.922,1.724,0.915,NM_024682,TBC1D17,0.922,0,CLIP
9,9,A09,0.389,1.301,0.922,NM_031430,RILP,0.922,0,CLIP
9,56,E08,0.454,1.362,0.922,NM_032354,MGC10744,0.922,0,CLIP
9,32,C08,0.154,1.483,0.922,NM_153338,FLJ90165,0.922,0,CLIP
10,12,A12,0.584,1.315,1.029,NM_001001661,LOC155054,1.029,0,CLIP
7,60,E12,0.768,1.195,1.03,NM_001001691,FLJ44790,1.03,0,CLIP
1,83,G11,-0.172,1.165,1.071,NM_033387,C9ORF59,1.071,0,CLIP
9,3,A03,0.188,1.27,1.072,siControl,siControl,1.072,0,CLIP
3,6,A06,NA,1.214,1.104,NM_015176,FBXO28,1.159,1,CLIP
12,87,H03,NA,1.144,NA,NM_012112,TPX2,1.144,1,CLIP
2,22,B10,NA,1.155,NA,NM_024707,GEMIN7,1.155,1,CLIP
7,12,A12,1.057,1.195,NA,NM_207416,FLJ44082,1.126,1,CLIP
6,8,A08,NA,1.242,NA,NM_030922,NIPA2,1.242,1,CLIP
10,90,H06,0.199,1.284,NA,NM_145170,TTC18,0.7415,0,CLIP
6,54,E06,NA,1.433,NA,NM_033085,FATE,1.433,1,CLIP
11,51,E03,0.306,1.495,NA,XM_294794,LOC339065,0.9005,0,CLIP
5,53,E05,NA,1.565,NA,NM_003508,FZD9,1.565,1,CLIP
10,34,C10,0.686,1.619,NA,XM_377109,LOC401638,1.1525,1,CLIP
5,18,B06,NA,1.62,NA,NM_003457,ZNF207,1.62,1,CLIP
10,88,H04,0.55,1.768,NA,NM_017954,CADPS2,1.159,1,CLIP
5,10,A10,NA,2.153,NA,NM_007373,SHOC2,2.153,1,CLIP
12,65,F05,NA,2.158,NA,NM_006230,POLD2,2.158,1,CLIP
3,21,B09,NA,2.473,NA,NM_004500,HNRPC,2.473,1,CLIP
12,66,F06,NA,2.611,NA,NM_031287,SF3B5,2.611,1,CLIP
6,91,H07,NA,2.762,NA,NM_004610,TCP10,2.762,1,CLIP
9,34,C10,0.871,3.149,NA,NM_198444,UNQ9366,2.01,1,CLIP
2,63,F03,NA,3.368,NA,NM_020845,PITPNM2,3.368,1,CLIP
11,5,A05,NA,4.107,NA,NM_019009,TOLLIP,4.107,1,CLIP
5,20,B08,-0.281,0.131,-5.474,NM_021109,TMSB4X,-0.281,0,CLIP
11,53,E05,0.406,0.946,-5.01,XM_292957,LOC344165,0.406,0,CLIP
6,11,A11,0.048,0.76,-4.851,siControl,siControl,0.048,0,CLIP
8,32,C08,-0.876,-0.27,-4.39,XM_211339,LOC284120,-0.876,0,CLIP
4,82,G10,0.774,-0.683,-3.948,NM_198353,KCTD8,-0.683,0,CLIP
2,83,G11,-0.897,-1.718,-3.876,XM_375456,DKFZP761G2113,-1.718,0,CLIP
4,81,G09,0,-0.166,-3.812,siControl,siControl,-0.166,0,CLIP
1,66,F06,-1.116,0.156,-2.995,NM_013310,C2ORF27,-1.116,0,CLIP
1,46,D10,-1.052,-1.228,-2.906,NM_174925,LOC205251,-1.228,0,CLIP
7,56,E08,0.898,1.011,1.115,XM_379046,LOC400923,1.011,0,CLIP
9,65,F05,0.713,0.989,1.131,XM_045911,STXBP5L,0.989,0,CLIP
6,3,A03,0.016,0.99,1.137,siControl,siControl,0.99,0,CLIP
6,32,C08,0.922,1.075,1.137,NM_144715,FLJ25200,1.075,0,CLIP
7,64,F04,0.054,0.856,1.144,NM_001001963,OR2L8,0.856,0,CLIP
11,18,B06,0.035,-0.494,1.148,NM_178452,LOC123872,0.035,0,CLIP
10,78,G06,-0.392,-0.46,1.148,NM_032425,KIAA1822,-0.392,0,CLIP
8,19,B07,0.701,0.826,1.16,XM_372789,LOC391088,0.826,0,CLIP
2,35,C11,0.338,0.773,1.173,NM_022762,FLJ22318,0.773,0,CLIP
8,87,H03,0.341,0.886,1.188,NM_148178,C9ORF23,0.886,0,CLIP
3,91,H07,1.022,NA,1.188,NM_023942,MGC3036,1.105,0,CLIP
4,6,A06,0.207,0.635,1.196,NM_182567,FLJ34690,0.635,0,CLIP
11,91,H07,0.888,0.11,1.216,NM_032498,PEPP-2,0.888,0,CLIP
11,24,B12,0.73,0.503,1.216,siControl,siControl,0.73,0,CLIP
10,43,D07,0.686,0.539,1.237,XM_374292,LOC389707,0.686,0,CLIP
8,7,A07,0.604,0.23,1.244,NM_183375,ESSPL,0.604,0,CLIP
10,51,E03,0.341,0.673,1.266,NM_031925,TMPIT,0.673,0,CLIP
3,34,C10,0.106,0.685,1.272,NM_007353,GNA12,0.685,0,CLIP
6,23,B11,0.951,0.99,1.283,NM_017424,CECR1,0.99,0,CLIP
12,89,H05,0.532,-0.934,1.295,NM_138342,LOC89944,0.532,0,CLIP
12,44,D08,0.986,0.183,1.295,wt,wt,0.986,0,CLIP
8,51,E03,0.86,1.036,1.3,XM_371117,LOC388476,1.036,0,CLIP
10,32,C08,0.446,1.032,1.354,XM_374836,LOC399815,1.032,0,CLIP
1,27,C03,0.575,-1.052,1.361,NM_015590,FLJ20249,0.575,0,CLIP
12,52,E04,0.123,0.778,1.362,NM_007264,ADMR,0.778,0,CLIP
12,79,G07,0.986,0.846,1.46,NM_016075,C13ORF9,0.986,0,CLIP
9,60,E12,0.776,1.021,1.538,NM_004247,U5-116KD,1.021,0,CLIP
7,69,F09,0.333,0.981,1.56,NM_152282,FLJ23751,0.981,0,CLIP
11,11,A11,-0.389,-0.037,1.649,siControl,siControl,-0.037,0,CLIP
6,70,F10,0.865,0,1.652,NM_032269,DKFZP434I099,0.865,0,CLIP
12,54,E06,0.296,-0.037,1.654,NM_025029,FLJ14346,0.296,0,CLIP
1,94,H10,-1.02,-0.379,1.67,siControl,siControl,-0.379,0,CLIP
11,22,B10,0.825,0.468,1.681,NM_024327,ZNF576,0.825,0,CLIP
6,80,G08,NA,NA,1.791,NM_006758,U2AF1,1.791,1,CLIP
11,17,B05,0.035,-0.494,1.842,NM_024106,ZNF426,0.035,0,CLIP
11,30,C06,0.273,0.219,1.906,NM_032301,FBXW9,0.273,0,CLIP
6,82,G10,-0.308,0.847,1.954,NM_006973,ZNF32,0.847,0,CLIP
11,23,B11,0.34,0.255,2.063,NM_021915,ZNF69,0.34,0,CLIP
11,3,A03,-0.317,0.503,2.4,siControl,siControl,0.503,0,CLIP
1,95,H11,0.785,1.083,2.516,NM_194310,LOC284837,1.083,0,CLIP
7,94,H10,0.299,-0.104,4.289,siControl,siControl,0.299,0,CLIP
4,50,E02,-0.589,-0.233,-2.71,wt,wt,-0.589,0,CLIP
1,74,G02,-1.545,-0.542,-2.644,wt,wt,-1.545,0,CLIP
1,57,E09,-0.957,-2.286,-2.515,NM_198275,LOC196264,-2.286,0,CLIP
1,45,D09,-0.2,-1.157,-2.515,NM_152694,ZCCHC5,-1.157,0,CLIP
1,50,E02,-0.8,-2.286,-2.431,wt,wt,-2.286,0,CLIP
4,62,F02,-0.493,-0.899,-2.394,wt,wt,-0.899,0,CLIP
10,86,H02,-1.756,-0.689,-2.392,wt,wt,-1.756,0,CLIP
12,7,A07,-0.642,-1.017,-2.279,NM_032214,SLA2,-1.017,0,CLIP
4,66,F06,-1.79,-0.099,-2.279,XM_042178,LOC152015,-1.79,0,CLIP
3,62,F02,-0.519,-2.004,-2.268,wt,wt,-2.004,0,CLIP
4,70,F10,-1.22,-0.972,-2.202,XM_064903,LOC126017,-1.22,0,CLIP
2,89,H05,-0.075,-2.132,-2.193,NM_019612,R30953_1,-2.132,0,CLIP
12,3,A03,0.565,0.037,-2.183,siControl,siControl,0.037,0,CLIP
11,43,D07,-1.548,-1.484,-2.171,XM_375148,LOC400299,-1.548,0,CLIP
2,17,B05,-1.551,-0.908,-2.086,NM_024681,FLJ12242,-1.551,0,CLIP
8,56,E08,-0.915,-0.033,-2.076,XM_373373,LOC392549,-0.915,0,CLIP
11,31,C07,-1.385,-1.705,-2.075,XM_379111,LOC285033,-1.705,0,CLIP
6,14,B02,-0.611,-0.727,-2.074,wt,wt,-0.727,0,CLIP
10,84,G12,-1.667,-1.542,-2.056,NM_138393,C19ORF32,-1.667,0,CLIP
12,9,A09,-0.053,-1.1,-2.042,wt,wt,-1.1,0,CLIP
11,54,E06,-0.796,-0.731,-2.027,NM_004731,SLC16A7,-0.796,0,CLIP
1,62,F02,-0.677,-0.709,-2.018,wt,wt,-0.709,0,CLIP
1,67,F07,-1.411,-0.642,-2.018,NM_013304,ZDHHC1,-1.411,0,CLIP
3,74,G02,-1.02,-1.514,-1.953,wt,wt,-1.514,0,CLIP
11,93,H09,-0.949,-1.841,-1.933,NM_205767,QIL1,-1.841,0,CLIP
2,74,G02,-0.166,-1.681,-1.875,wt,wt,-1.681,0,CLIP
6,89,H05,-1.702,-1.406,-1.871,NM_033161,SURF4,-1.702,0,CLIP
4,74,G02,-0.686,-0.935,-1.866,wt,wt,-0.935,0,CLIP
11,90,H06,-1.224,-0.416,-1.839,XM_379041,LOC400920,-1.224,0,CLIP
3,26,C02,-1.406,-1.588,-1.838,wt,wt,-1.588,0,CLIP
3,17,B05,-1.02,NA,-1.8,NM_004587,RRBP1,-1.41,0,CLIP
3,86,H02,-0.951,-1.514,-1.762,wt,wt,-1.514,0,CLIP
3,77,G05,-0.617,0.214,-1.762,XM_032945,C21ORF25,-0.617,0,CLIP
6,75,G03,-1.14,-1.042,-1.752,NM_003271,TM4SF7,-1.14,0,CLIP
4,92,H08,-1.118,0.635,-1.72,XM_212123,LOC285995,-1.118,0,CLIP
8,75,G03,-1.723,-1.88,-1.688,XM_370639,LOC387791,-1.723,0,CLIP
4,26,C02,-0.336,-0.166,-1.684,wt,wt,-0.336,0,CLIP
7,45,D09,-1.285,-0.57,-1.666,XM_379803,LOC402477,-1.285,0,CLIP
11,72,F12,-0.873,0.468,-1.654,NM_024789,C10ORF77,-0.873,0,CLIP
2,82,G10,-0.32,-1.286,-1.635,NM_020204,LHX9,-1.286,0,CLIP
1,43,D07,0.964,-2.408,-1.622,NM_199242,UNC13D,-1.622,0,CLIP
2,40,D04,-2.415,-1.182,-1.601,NM_022789,IL17E,-1.601,0,CLIP
9,80,G08,-1.044,-1.396,-1.59,NM_004729,ZBED1,-1.396,0,CLIP
12,2,A02,-0.343,-0.691,-1.584,wt,wt,-0.691,0,CLIP
5,74,G02,-1.217,-0.935,-1.576,wt,wt,-1.217,0,CLIP
11,82,G10,-0.069,0.946,-1.563,NM_199129,KUA,-0.069,0,CLIP
1,86,H02,-1.213,-2.655,-1.545,wt,wt,-1.545,0,CLIP
1,38,D02,-0.406,-2.572,-1.545,wt,wt,-1.545,0,CLIP
1,59,E11,-1.213,-1.193,-1.545,XM_113796,LOC196996,-1.213,0,CLIP
2,67,F07,-2.22,-1.147,-1.534,NM_020889,PHF12,-1.534,0,CLIP
11,27,C03,-0.988,-1.1,-1.518,NM_145288,ZNF342,-1.1,0,CLIP
1,33,C09,-0.435,-1.122,-1.506,XM_166443,TDRD6,-1.122,0,CLIP
5,19,B07,-0.871,-0.613,-1.505,NM_013249,ZNF214,-0.871,0,CLIP
2,93,H09,0.251,-1.829,-1.5,NM_032138,KBTBD7,-1.5,0,CLIP
8,40,D04,-0.876,-0.727,-1.499,NM_207172,GPR154,-0.876,0,CLIP
8,54,E06,-0.427,0.295,-1.499,XM_373790,LOC388497,-0.427,0,CLIP
6,18,B06,-0.275,-0.225,-1.479,NM_018995,MOV10L1,-0.275,0,CLIP
11,50,E02,-0.911,-0.652,-1.473,wt,wt,-0.911,0,CLIP
4,21,B09,0.438,0.635,-1.47,XM_211287,LOC283999,0.438,0,CLIP
2,84,G12,-0.32,-1.463,-1.467,NM_020314,MGC16824,-1.463,0,CLIP
2,79,G07,0.075,-0.908,-1.467,NM_020162,DHX33,-0.908,0,CLIP
3,38,D02,-0.617,-1.05,-1.464,wt,wt,-1.05,0,CLIP
4,79,G07,-0.09,-0.683,-1.435,NM_198853,TRIM50C,-0.683,0,CLIP
4,64,F04,0.438,0.227,-1.435,XM_293596,LOC344797,0.227,0,CLIP
8,67,F07,-1.189,-0.946,-1.425,NM_001005516,OR5K3,-1.189,0,CLIP
6,50,E02,-0.819,-0.83,-1.402,wt,wt,-0.83,0,CLIP
2,50,E02,-0.7,-1.182,-1.4,wt,wt,-1.182,0,CLIP
2,75,G03,0.704,0.138,-1.4,NM_020536,CSRP2BP,0.138,0,CLIP
1,53,E05,-0.2,-0.575,-1.392,NM_173543,FLJ32844,-0.575,0,CLIP
7,88,H04,-1.368,-1.962,-1.367,XM_372761,LOC391001,-1.368,0,CLIP
4,38,D02,-0.783,-0.683,-1.365,wt,wt,-0.783,0,CLIP
12,53,E05,-1.112,-1.795,-1.363,NM_004645,COIL,-1.363,0,CLIP
5,82,G10,-1.877,-0.683,-1.33,NM_024531,FLJ11856,-1.33,0,CLIP
12,30,C06,-1.152,-2.451,-1.319,NM_178815,ARL8,-1.319,0,CLIP
9,81,G09,-0.334,-0.453,-1.319,siControl,siControl,-0.453,0,CLIP
3,14,B02,-0.782,-1.514,-1.318,wt,wt,-1.318,0,CLIP
1,52,E04,-0.616,-1.052,-1.316,NM_152633,FLJ34064,-1.052,0,CLIP
10,87,H03,-1.711,-0.422,-1.302,NM_152292,RG9MTD2,-1.302,0,CLIP
10,52,E04,-0.354,-0.422,-1.302,NM_031955,NYD-SP12,-0.422,0,CLIP
2,31,C07,-2.258,-0.676,-1.301,NM_022730,COPS7B,-1.301,0,CLIP
2,10,A10,-1.305,-0.546,-1.301,NM_024590,FLJ23548,-1.301,0,CLIP
7,43,D07,-0.763,-0.87,-1.294,XM_379797,LOC402469,-0.87,0,CLIP
6,86,H02,-1.898,-1.042,-1.288,wt,wt,-1.288,0,CLIP
9,45,D09,-1.321,-1.314,-1.281,NM_178167,ZNF598,-1.314,0,CLIP
1,14,B02,-0.317,-1.481,-1.279,wt,wt,-1.279,0,CLIP
5,66,F06,-1.217,-0.099,-1.26,NM_178471,GPR119,-1.217,0,CLIP
7,74,G02,-1,-1.101,-1.258,wt,wt,-1.101,0,CLIP
7,62,F02,-0.42,-0.908,-1.258,wt,wt,-0.908,0,CLIP
6,88,H04,-1.625,-1.042,-1.25,NM_003136,SRP54,-1.25,0,CLIP
6,62,F02,-1.249,-0.936,-1.25,wt,wt,-1.249,0,CLIP
1,39,D03,-0.2,-1.518,-1.241,XM_167044,SLC35F1,-1.241,0,CLIP
2,33,C09,-2.415,-1.044,-1.236,NM_022749,RAI16,-1.236,0,CLIP
2,66,F06,-2.494,-0.643,-1.236,NM_020871,LRCH2,-1.236,0,CLIP
5,62,F02,-1.008,-0.899,-1.226,wt,wt,-1.008,0,CLIP
5,26,C02,-0.905,-0.166,-1.226,wt,wt,-0.905,0,CLIP
7,26,C02,-0.609,-0.245,-1.221,wt,wt,-0.609,0,CLIP
6,81,G09,-1.938,-0.456,-1.213,siControl,siControl,-1.213,0,CLIP
2,62,F02,-1.768,-1.535,-1.204,wt,wt,-1.535,0,CLIP
1,40,D04,-0.769,-1.481,-1.204,XM_167709,C10ORF38,-1.204,0,CLIP
5,96,H12,-0.939,-0.648,-1.192,NM_080861,SSB3,-0.939,0,CLIP
5,2,A02,-0.67,-0.335,-1.192,wt,wt,-0.67,0,CLIP
10,74,G02,-1.32,-0.728,-1.188,wt,wt,-1.188,0,CLIP
11,26,C02,-0.462,-0.975,-1.163,wt,wt,-0.975,0,CLIP
12,64,F04,-1.274,-0.378,-1.147,NM_000844,GRM7,-1.147,0,CLIP
6,74,G02,-1.82,-0.865,-1.138,wt,wt,-1.138,0,CLIP
1,41,D05,-0.831,-2.286,-1.13,NM_152725,SLC39A12,-1.13,0,CLIP
11,81,G09,0.103,0.037,-1.12,siControl,siControl,0.037,0,CLIP
11,79,G07,-0.535,0.607,-1.12,NM_144697,LOC148523,-0.535,0,CLIP
10,28,C04,-0.664,-0.09,-1.113,XM_117268,LOC200731,-0.664,0,CLIP
10,2,A02,-0.203,0.089,-1.113,wt,wt,-0.203,0,CLIP
12,33,C09,-0.343,-1.484,-1.104,wt,wt,-1.104,0,CLIP
12,14,B02,-0.269,-0.652,-1.104,wt,wt,-0.652,0,CLIP
3,50,E02,-0.454,-1.261,-1.103,wt,wt,-1.103,0,CLIP
6,38,D02,-0.68,-1.078,-1.101,wt,wt,-1.078,0,CLIP
1,56,E08,-0.406,-1.592,-1.093,NM_144994,ANKRD23,-1.093,0,CLIP
9,66,F06,-0.589,-0.379,-1.093,NM_004863,SPTLC2,-0.589,0,CLIP
1,68,F08,-0.465,0.544,-1.093,siControl,siControl,-0.465,0,CLIP
4,2,A02,-0.882,-0.335,-1.09,wt,wt,-0.882,0,CLIP
7,50,E02,-0.162,-0.424,-1.078,wt,wt,-0.424,0,CLIP
11,86,H02,-1.224,-0.691,-1.077,wt,wt,-1.077,0,CLIP
11,88,H04,-1.145,0.433,-1.077,XM_379309,LOC401171,-1.077,0,CLIP
11,74,G02,-0.796,0.468,-1.077,wt,wt,-0.796,0,CLIP
10,75,G03,-0.704,-0.163,-1.076,NM_014792,KIAA0125,-0.704,0,CLIP
3,80,G08,-0.487,-0.477,-1.068,NM_015569,DNM3,-0.487,0,CLIP
6,16,B04,-0.016,0.434,-1.064,siControl,siControl,-0.016,0,CLIP
12,17,B05,-0.269,-1.441,-1.062,XM_378184,KIAA1383,-1.062,0,CLIP
4,68,F08,0,-0.301,-1.056,siControl,siControl,-0.301,0,CLIP
4,86,H02,-0.686,NA,-1.056,wt,wt,-0.871,0,CLIP
2,58,E10,-0.197,-0.709,-1.043,NM_021812,BPESC1,-0.709,0,CLIP
2,14,B02,-0.897,-0.643,-1.043,wt,wt,-0.897,0,CLIP
7,90,H06,-1.41,-1.542,-1.042,XM_376051,LOC400952,-1.41,0,CLIP
7,86,H02,-0.308,-1.024,-1.042,wt,wt,-1.024,0,CLIP
11,62,F02,-0.389,0.71,-1.034,wt,wt,-0.389,0,CLIP
5,44,D08,-0.604,-0.404,-1.022,NM_005160,ADRBK2,-0.604,0,CLIP
5,75,G03,-1.008,-0.066,-1.022,NM_006143,GPR19,-1.008,0,CLIP
10,14,B02,-1.193,0.334,-1.001,wt,wt,-1.001,0,CLIP
8,44,D08,-0.992,-0.443,-0.991,XM_291991,LOC387870,-0.991,0,CLIP
11,56,E08,-0.535,0.745,-0.991,XM_375185,FMN,-0.535,0,CLIP
1,16,B04,0.028,-0.186,-0.984,siControl,siControl,-0.186,0,CLIP
12,21,B09,-0.642,-1.441,-0.978,wt,wt,-0.978,0,CLIP
7,14,B02,-0.42,-0.281,-0.971,wt,wt,-0.42,0,CLIP
3,68,F08,0.046,-0.379,-0.962,siControl,siControl,-0.379,0,CLIP
8,88,H04,-1.071,-2.787,-0.955,NM_178470,WDR40B,-1.071,0,CLIP
11,38,D02,-0.317,-1.142,-0.948,wt,wt,-0.948,0,CLIP
11,35,C11,-0.034,0.255,-0.948,NM_178177,NMNAT3,-0.034,0,CLIP
1,78,G06,-1.579,0.156,-0.947,NM_181605,KRTAP6-3,-0.947,0,CLIP
9,86,H02,-1.162,-0.757,-0.944,wt,wt,-0.944,0,CLIP
10,20,B08,-1.235,-1.045,-0.928,XM_372092,LOC389727,-1.045,0,CLIP
8,38,D02,-0.537,-1.401,-0.92,wt,wt,-0.92,0,CLIP
8,74,G02,-0.762,-1.247,-0.92,wt,wt,-0.92,0,CLIP
2,87,H03,0.922,-0.482,-0.916,NM_198795,TDRD1,-0.482,0,CLIP
1,44,D08,-1.084,-1.372,-0.911,NM_182538,MGC29671,-1.084,0,CLIP
1,54,E06,NA,-0.444,-0.911,NM_201546,LOC200008,-0.6775,0,CLIP
1,65,F05,-0.172,0.095,-0.911,NM_013387,HSPC051,-0.172,0,CLIP
11,66,F06,-0.175,0.913,-0.906,XM_376814,LOC401487,-0.175,0,CLIP
7,70,F10,-1.326,-1.101,-0.901,NM_203412,LOC164153,-1.101,0,CLIP
7,38,D02,-0.881,-0.21,-0.901,wt,wt,-0.881,0,CLIP
10,40,D04,-1.068,-0.498,-0.891,XM_372412,LOC390197,-0.891,0,CLIP
10,77,G05,-0.354,0.195,-0.891,XM_088459,KIAA0310,-0.354,0,CLIP
10,82,G10,-1.109,0.3,-0.891,NM_032508,FAM11A,-0.891,0,CLIP
5,14,B02,-0.737,-0.577,-0.888,wt,wt,-0.737,0,CLIP
5,86,H02,-0.377,NA,-0.888,wt,wt,-0.6325,0,CLIP
2,39,D03,-1.551,0.286,-0.884,NM_022787,NMNAT1,-0.884,0,CLIP
1,64,F04,0.333,0.718,-0.875,NM_014548,TMOD2,0.333,0,CLIP
9,74,G02,-0.701,-0.566,-0.871,wt,wt,-0.701,0,CLIP
7,67,F07,-1.121,-0.607,-0.866,NM_001004067,NOMO3,-0.866,0,CLIP
11,55,E07,0.069,0.147,-0.864,siControl,siControl,0.069,0,CLIP
11,65,F05,-0.834,0.88,-0.864,XM_374134,LOC389319,-0.834,0,CLIP
11,64,F04,0.103,0.946,-0.864,NM_201628,FLJ43806,0.103,0,CLIP
3,2,A02,0.576,-0.946,-0.858,wt,wt,-0.858,0,CLIP
3,87,H03,-0.046,0.123,-0.858,NM_015607,DKFZP547E1010,-0.046,0,CLIP
10,26,C02,-1.362,-0.273,-0.854,wt,wt,-0.854,0,CLIP
8,31,C07,-1.229,-1.479,-0.85,XM_209429,LOC284988,-1.229,0,CLIP
9,76,G04,-0.589,0.054,-0.835,NM_005445,CSPG6,-0.589,0,CLIP
3,23,B11,-0.487,-0.708,-0.824,NM_004056,CA8,-0.708,0,CLIP
5,80,G08,-0.604,-0.79,-0.822,NM_000794,DRD1,-0.79,0,CLIP
2,41,D05,-2.258,-0.45,-0.822,NM_198066,GNPNAT1,-0.822,0,CLIP
4,52,E04,0.266,-0.404,-0.822,XM_378708,LOC400623,-0.404,0,CLIP
11,63,F03,-0.498,0.676,-0.821,NM_181688,KRTAP10-10,-0.498,0,CLIP
10,50,E02,-0.547,-0.018,-0.818,wt,wt,-0.547,0,CLIP
12,57,E09,-0.197,-1.142,-0.811,wt,wt,-0.811,0,CLIP
1,55,E07,0.495,0.544,-0.804,siControl,siControl,0.495,0,CLIP
9,28,C04,-1.321,-0.757,-0.799,NM_153341,IBRDC3,-0.799,0,CLIP
7,27,C03,-0.881,-0.497,-0.796,XM_374113,LOC389271,-0.796,0,CLIP
5,70,F10,-1.077,-0.972,-0.789,NM_178471,GPR119,-0.972,0,CLIP
4,28,C04,-0.367,NA,-0.789,NM_147156,TMEM23,-0.578,0,CLIP
8,50,E02,-0.354,-1.02,-0.781,wt,wt,-0.781,0,CLIP
11,67,F07,-0.353,0.607,-0.78,NM_014453,BC-2,-0.353,0,CLIP
1,70,F10,-0.347,0.972,-0.768,NM_006118,HAX1,-0.347,0,CLIP
9,79,G07,-0.776,-0.491,-0.762,NM_004728,DDX21,-0.762,0,CLIP
2,53,E05,0.192,-1.113,-0.76,NM_022130,GOLPH3,-0.76,0,CLIP
2,95,H11,1.002,-0.841,-0.76,NM_018379,FLJ11280,-0.76,0,CLIP
4,22,B10,0.089,0.936,-0.756,NM_203301,FBXO33,0.089,0,CLIP
3,41,D05,-0.295,0.123,-0.755,NM_013974,DDAH2,-0.295,0,CLIP
10,38,D02,-1.32,-0.126,-0.746,wt,wt,-0.746,0,CLIP
11,92,H08,-1.105,-0.455,-0.738,NM_133370,YT521,-0.738,0,CLIP
1,42,D06,0.168,-2.739,-0.733,siControl,siControl,-0.733,0,CLIP
12,45,D09,-0.529,-1.484,-0.729,wt,wt,-0.729,0,CLIP
2,94,H10,0.222,-1.428,-0.729,siControl,siControl,-0.729,0,CLIP
12,38,D02,-0.719,-1.312,-0.729,wt,wt,-0.729,0,CLIP
5,52,E04,-0.538,-0.404,-0.723,NM_000839,GRM2,-0.538,0,CLIP
4,55,E07,-0.212,NA,-0.723,siControl,siControl,-0.4675,0,CLIP
8,86,H02,-0.8,-1.558,-0.712,wt,wt,-0.8,0,CLIP
8,20,B08,-1.431,-0.236,-0.712,XM_375803,LOC400785,-0.712,0,CLIP
6,26,C02,-0.714,-0.29,-0.702,wt,wt,-0.702,0,CLIP
7,8,A08,0.16,0.239,-0.693,XM_371132,FLJ38144,0.16,0,CLIP
7,5,A05,0.469,0.306,-0.693,NM_199339,LOC374768,0.306,0,CLIP
4,80,G08,0.801,-0.79,-0.691,XM_371237,CATSPER4,-0.691,0,CLIP
5,5,A05,0,-0.404,-0.691,NM_015027,KIAA0251,-0.404,0,CLIP
5,50,E02,-0.837,-0.233,-0.691,wt,wt,-0.691,0,CLIP
9,42,D06,-0.052,0.228,-0.691,siControl,siControl,-0.052,0,CLIP
3,83,G11,-0.201,-0.877,-0.687,NM_015578,C19ORF13,-0.687,0,CLIP
3,81,G09,-0.046,-0.509,-0.687,siControl,siControl,-0.509,0,CLIP
7,68,F08,-0.495,-0.245,-0.659,siControl,siControl,-0.495,0,CLIP
7,29,C05,-0.089,0.339,-0.659,siControl,siControl,-0.089,0,CLIP
5,93,H09,-0.377,-0.066,-0.658,NM_032822,FLJ14668,-0.377,0,CLIP
4,41,D05,NA,-0.033,-0.658,XM_370713,LOC387907,-0.3455,0,CLIP
5,51,E03,-0.093,0.066,-0.658,NM_017790,RGS3,-0.093,0,CLIP
9,63,F03,-0.852,-0.453,-0.655,NM_004256,SLC22A13,-0.655,0,CLIP
3,95,H11,-0.519,0.244,-0.653,XM_370754,THTPA,-0.519,0,CLIP
3,16,B04,-0.985,1.023,-0.653,siControl,siControl,-0.653,0,CLIP
12,50,E02,-0.835,-1.184,-0.647,wt,wt,-0.835,0,CLIP
10,80,G08,-0.055,0.089,-0.638,NM_032444,BTBD12,-0.055,0,CLIP
2,91,H07,0.593,-1.321,-0.637,NM_018847,KIAA1354,-0.637,0,CLIP
2,64,F04,-1.409,0.403,-0.637,XM_371953,KIAA1466,-0.637,0,CLIP
4,16,B04,0,0,-0.626,siControl,siControl,0,0,CLIP
4,78,G06,0.03,0.936,-0.626,NM_152286,C9ORF111,0.03,0,CLIP
7,55,E07,-0.724,0,-0.625,siControl,siControl,-0.625,0,CLIP
3,78,G06,-0.077,0.742,-0.62,NM_015550,OSBPL3,-0.077,0,CLIP
9,53,E05,-0.626,-0.196,-0.619,NM_033426,KIAA1737,-0.619,0,CLIP
8,62,F02,-0.354,-0.836,-0.609,wt,wt,-0.609,0,CLIP
8,81,G09,0.069,-0.067,-0.609,siControl,siControl,-0.067,0,CLIP
2,68,F08,-2.454,-0.386,-0.606,siControl,siControl,-0.606,0,CLIP
7,95,H11,-1.121,-1.666,-0.591,XM_376591,LOC401322,-1.121,0,CLIP
7,2,A02,0.435,0.438,-0.591,wt,wt,0.435,0,CLIP
