GeneSymbol,MedianCLIP,MedianL243,selectedMedian
LOC402676,0.735,0.412,0.735
LOC402677,1.881,1.254,1.881
LOC402679,1.881,0.569,1.881
LOC402681,0.494,0.171,0.494
LOC402682,1.8094999999999999,-0.36350000000000005,1.8094999999999999
LOC402687,0.991,0.205,0.991
LOC402689,-0.077,0,0.077
LOC402693,-0.429,-0.966,0.966
LOC402694,0.414,0.495,0.495
LOC402695,-0.549,-0.335,0.549
LOC402696,-0.963,0.786,0.963
LOC402697,-0.77,0.456,0.77
LOC402709,-0.193,0.39,0.39
LOC402714,-1.204,-0.956,1.204
LOC402716,-1.6615000000000002,-0.6655,1.6615000000000002
LOC402720,0.34,0.869,0.869
LOC403313,0.462,1.736,1.736
LOC404636,-0.478,0.882,0.882
LOC404785,-0.478,1.615,1.615
LOC405753,0.686,0.67,0.686
LOC414059,-1.519,-0.74,1.519
LOC440138,0.095,-0.362,0.362
LOC440590,-0.231,0.018,0.231
LOC440607,-0.391,0.837,0.837
LOC440683,0.919,1.234,1.234
LOC440738,0.091,-0.394,0.394
LOC441165,0.494,0.791,0.791
LOC441476,-0.513,-0.117,0.513
LOC442247,-0.302,-0.254,0.302
LOC474170,-0.639,0.154,0.639
LOC493829,-0.501,-0.254,0.501
LOC51035,-4.111,-2.7855,4.111
LOC51054,-0.27549999999999997,0.7235,0.7235
LOC51057,-0.679,-1.5085,1.5085
LOC51058,-3.1195000000000004,-1.451,3.1195000000000004
LOC51059,0.936,1.8810000000000002,1.8810000000000002
LOC51061,0.492,1.6195,1.6195
LOC51064,-1.3115,-0.8405,1.3115
LOC51066,-0.505,-0.36700000000000005,0.505
LOC51123,0.8534999999999999,-0.34249999999999997,0.8534999999999999
LOC51136,0.89,1.0459999999999998,1.0459999999999998
LOC51149,0.8515,1.6775,1.6775
LOC51161,0.07499999999999998,0.75,0.75
LOC51204,-0.6205,-0.05499999999999999,0.6205
LOC51212,1.979,0.8029999999999999,1.979
LOC51233,0.5455,-0.304,0.5455
LOC51234,1.6185,-0.55,1.6185
LOC51236,1.8815,1.9555,1.9555
LOC51240,0.09200000000000003,0.7055,0.7055
LOC51244,-0.079,-1.257,1.257
LOC51248,-0.353,0.64,0.64
LOC51249,-1.1715,-0.14550000000000002,1.1715
LOC51252,2.0975,0.814,2.0975
LOC51255,-1.319,0.7235,1.319
LOC51257,1.23,0.586,1.23
LOC51270,0.09499999999999999,-0.7415,0.7415
LOC51315,-2.1875,-0.8185,2.1875
LOC51321,-1.1415,-1.8424999999999998,1.8424999999999998
LOC51326,0.44999999999999996,1.5935000000000001,1.5935000000000001
LOC51333,1.3935,2.95,2.95
LOC51334,0.749,0.7364999999999999,0.749
LOC51337,0.143,-1.295,1.295
LOC51668,0.474,0.2885,0.474
LOC51693,-2.395,-0.8885000000000001,2.395
LOC51760,-1.502,-0.9695,1.502
LOC54103,0.3145,0.23349999999999999,0.3145
LOC54499,-0.009500000000000008,-0.4075,0.4075
LOC55565,-0.496,-0.46449999999999997,0.496
LOC55580,-0.09150000000000003,1.1215,1.1215
LOC55831,0.067,-0.68,0.68
LOC55871,0.43999999999999995,-0.7695000000000001,0.7695000000000001
LOC55908,0.9375,-0.006500000000000006,0.9375
LOC55924,0.6325000000000001,-0.264,0.6325000000000001
LOC55954,0.7364999999999999,1.291,1.291
LOC55974,0.578,-0.813,0.813
LOC56181,-0.464,1.105,1.105
LOC56270,0.431,-1.963,1.963
LOC56902,0.158,0.934,0.934
LOC56920,-0.026,-0.912,0.912
LOC56926,-0.264,0.249,0.264
LOC56931,1.0265,-0.9784999999999999,1.0265
LOC56964,-0.397,-0.638,0.638
LOC56965,0.464,0.425,0.464
LOC57019,0.35000000000000003,0.748,0.748
LOC57117,0.896,-0.347,0.896
LOC57146,0.572,-0.043,0.572
LOC57149,0.903,-0.06,0.903
LOC57151,1.528,1.0745,1.528
LOC57168,1.79,1.366,1.79
LOC57228,0,-0.244,0.244
LOC57821,0.222,-0.915,0.915
LOC58486,0.04899999999999999,-0.245,0.245
LOC58489,-1.115,0.44699999999999995,1.115
LOC63920,0.726,1.883,1.883
LOC63928,-0.02,-1.284,1.284
LOC64744,-1.141,-0.546,1.141
LOC65121,0.303,0.842,0.842
LOC65122,0.136,-0.12,0.136
LOC65243,1.002,2.347,2.347
LOC81558,-0.566,0.465,0.566
LOC81569,0.154,-1.17,1.17
LOC81691,-0.099,-0.059,0.099
LOC83468,1.275,-0.832,1.275
LOC83690,-0.522,-1.224,1.224
LOC83693,0.638,2.38,2.38
LOC84518,1.088,1.162,1.162
LOC84549,-1.352,1.025,1.352
LOC84661,1.232,0.159,1.232
LOC84664,1.538,0.415,1.538
LOC85028,-0.491,-1.527,1.527
LOC85865,-0.187,-0.835,0.835
LOC87769,0.336,0.411,0.411
LOC88523,1.4235000000000002,1.522,1.522
LOC89231,-0.09,-0.272,0.272
LOC89887,-0.47,1.365,1.365
LOC89894,-0.514,-0.889,0.889
LOC89944,0.876,1.802,1.802
LOC90024,-0.273,-0.193,0.273
LOC90113,-0.386,0.488,0.488
LOC90120,-0.319,-0.326,0.326
LOC90133,-0.233,-0.371,0.371
LOC90139,0.181,-0.064,0.181
LOC90167,-0.824,-0.244,0.824
LOC90193,1.317,2.41,2.41
LOC90268,1.278,1.099,1.278
LOC90288,-0.128,0.056,0.128
LOC90313,0.849,-0.053,0.849
LOC90321,0.662,-0.757,0.757
LOC90333,0.132,0.159,0.159
LOC90342,0.734,-0.391,0.734
LOC90353,0.394,-0.869,0.869
LOC90355,0.737,0.236,0.737
LOC90378,-1.475,-0.899,1.475
LOC90379,0.99,0.016,0.99
LOC90410,-0.491,-1.038,1.038
LOC90485,0.308,1.462,1.462
LOC90499,0.408,1.84,1.84
LOC90520,-0.459,-0.079,0.459
LOC90522,0.021,0.696,0.696
LOC90525,0.116,0.25,0.25
LOC90529,0.042,0.657,0.657
LOC90576,-0.114,-0.259,0.259
LOC90580,0.423,1.506,1.506
LOC90624,-0.786,0.269,0.786
LOC90637,0.547,0.363,0.547
LOC90668,0.803,0,0.803
LOC90693,-0.547,0.331,0.547
LOC90701,-1.3075,1.2085,1.3075
LOC90736,-1.222,0,1.222
LOC90768,-0.779,-0.239,0.779
LOC90799,-0.066,1.119,1.119
LOC90806,-0.952,0.468,0.952
LOC90826,-0.977,0.872,0.977
LOC90835,-0.609,-1.391,1.391
LOC91137,0.056,-0.884,0.884
LOC91181,0.077,-0.609,0.609
LOC91219,-0.151,1.205,1.205
LOC91272,-0.142,-0.443,0.443
LOC91431,-0.169,-0.101,0.169
LOC91461,-0.613,-0.092,0.613
LOC91464,-0.04,-1.306,1.306
LOC91526,-0.701,0.092,0.701
LOC91561,0.907,0.47,0.907
LOC91614,-0.115,0.607,0.607
LOC91632,0.763,1.291,1.291
LOC91661,0.023,-0.097,0.097
LOC91664,-0.532,0.711,0.711
LOC91689,1.785,0.496,1.785
LOC91752,0.066,-0.276,0.276
LOC91801,1.495,-0.193,1.495
LOC91937,0.475,-0.89,0.89
LOC91942,0.353,-0.244,0.353
LOC91948,1.543,0.403,1.543
LOC91966,0,-1.383,1.383
LOC92017,-0.106,-0.267,0.267
LOC92129,0.802,0.33,0.802
LOC92154,-0.612,-0.69,0.69
LOC92162,-0.115,-0.291,0.291
LOC92196,0.74,1.543,1.543
LOC92235,-0.785,0.011,0.785
LOC92270,0.382,0.111,0.382
LOC92305,-0.712,0.932,0.932
LOC92312,-0.619,0.239,0.619
LOC92345,-0.689,0,0.689
LOC92346,0.067,0.438,0.438
LOC92482,-0.699,-0.71,0.71
LOC92558,-0.779,-0.34,0.779
LOC92659,-1.189,-0.291,1.189
LOC92689,-0.091,-0.028,0.091
LOC92691,-1.402,-0.242,1.402
LOC92799,0.769,-1.779,1.779
LOC92906,0.761,-1.067,1.067
LOC92912,0.137,-1.189,1.189
LOC93081,0.865,0.964,0.964
LOC93082,-0.94,-0.589,0.94
LOC93109,-0.001,-0.965,0.965
LOC93343,0.003,0.972,0.972
LOC93349,-0.796,-0.152,0.796
LOC93432,-0.494,-0.1405,0.494
LOC93463,-0.689,0.475,0.689
LOC93556,0,1.014,1.014
LOC93622,-0.6599999999999999,-0.521,0.6599999999999999
LOC94105,-0.727,-0.011,0.727
LOC96597,-0.453,-1.458,1.458
LOC96610,-0.016000000000000014,0.11149999999999999,0.11149999999999999
LOH12CR1,-1.004,0.121,1.004
LOH3CR2A,0.485,0.8775,0.8775
LONP,0.619,1.472,1.472
LOXHD1,-0.1,-0.833,0.833
LOXL1,0.4165,0.24000000000000002,0.4165
LOXL2,0.693,1.386,1.386
LOXL4,-0.174,0.286,0.286
LPAAT-E,1.9805000000000001,-0.03499999999999999,1.9805000000000001
LPHN1,0.122,0.52,0.52
LPHN2,0.933,0.945,0.945
LPHN3,-0.492,-0.878,0.878
LPIN1,-0.489,-0.64,0.64
LPIN2,-0.08399999999999999,-0.587,0.587
LPO,0.353,0.191,0.353
LPPR4,-0.175,-0.7020000000000001,0.7020000000000001
LR8,0.9395,0.259,0.9395
LRAP,0.55,0.391,0.55
LRCH1,-1.421,-0.974,1.421
LRCH2,-9.756,-4.901,9.756
LRCH3,2.718,1.105,2.718
LRCH4,1.294,0.583,1.294
LRFN1,-0.185,-0.674,0.674
LRFN2,-0.08599999999999997,-0.673,0.673
LRFN3,2.1295,0.4825,2.1295
LRFN4,-0.7175,-0.6975,0.7175
LRFN5,0.314,0.207,0.314
LRG1,0.396,0.472,0.472
LRG47,0.478,-1.4380000000000002,1.4380000000000002
LRIG2,1.969,1.082,1.969
LRIG3,0.361,0.386,0.386
LRP15,-0.695,-0.106,0.695
LRP16,-0.5900000000000001,-1.2690000000000001,1.2690000000000001
LRP2BP,0.28,1.616,1.616
LRP4,1.54,0.8855,1.54
LRRC1,-0.705,0.9770000000000001,0.9770000000000001
LRRC10,-0.142,0,0.142
LRRC15,1.122,0.211,1.122
LRRC16,-0.3175,-0.9495,0.9495
LRRC19,-1.087,-0.8405,1.087
LRRC2,0.269,0.119,0.269
LRRC20,1.998,0.334,1.998
LRRC21,1.016,-0.843,1.016
LRRC25,-0.422,-0.547,0.547
LRRC27,0.011,0.475,0.475
LRRC3,-0.98,-1.314,1.314
LRRC4,-0.035,0.734,0.734
LRRC4B,-0.971,-1.481,1.481
LRRC5,-0.369,-0.0014999999999999996,0.369
LRRC8,1.173,0.337,1.173
LRRFIP1,0.763,-1.4625000000000001,1.4625000000000001
LRRFIP2,1.377,1.1155,1.377
LRRIQ1,-0.949,-0.811,0.949
LRRK2,-0.049,-0.483,0.483
LRRN1,-0.133,-0.965,0.965
LRRN3,-0.679,-0.333,0.679
LRRN5,-0.228,0.5185,0.5185
LRRN6A,0.802,-0.445,0.802
LRRTM1,1.169,0,1.169
LRRTM3,10.394,3.6395,10.394
LRRTM4,0.382,0.319,0.382
LRSAM1,0.911,1.143,1.143
LSAMP,0.0255,-0.05,0.05
LSECTIN,0.602,0.033,0.602
LSM1,-0.6575,-0.566,0.6575
LSM10,1.339,-0.618,1.339
LSM11,-0.395,-0.096,0.395
LSM2,4.1515,2.2755,4.1515
LSM3,1.774,0.4660000000000001,1.774
LSM4,2.18,-0.396,2.18
LSM5,1.2240000000000002,0.612,1.2240000000000002
LSM6,1.9865,1.496,1.9865
LSM7,-0.343,-0.304,0.343
LSM8,1.5665,1.0434999999999999,1.5665
LST1,-1.0495,0.317,1.0495
LST-3,-1.121,-0.045,1.121
LTB4R,1.678,0.8605,1.678
LTB4R2,2.222,0.559,2.222
LUC7L,0.646,1.5070000000000001,1.5070000000000001
LUC7L2,1.2275,-0.07450000000000001,1.2275
LUZP1,-0.04199999999999998,0.812,0.812
LW-1,0.6755,0.9275,0.9275
LXN,0.406,0.879,0.879
LY6D,-0.10700000000000001,-0.406,0.406
LY6E,0.418,-0.1995,0.418
LY6G5B,1.121,1.308,1.308
LY6G5C,-0.351,-0.047,0.351
LY6G6C,-0.147,-0.059,0.147
LY6G6D,0.725,0.89,0.89
LY6G6E,0.0345,-0.751,0.751
LY6H,0.35950000000000004,-1.2885,1.2885
LY6K,-0.5475,-0.915,0.915
LY75,0.2395,-0.7605000000000001,0.7605000000000001
LY86,-0.056999999999999995,0.8205,0.8205
LY9,0.3395,-0.9395,0.9395
LY96,-0.4105,-1.4065,1.4065
LYAR,-1.053,-0.502,1.053
LYG2,-0.157,0.053,0.157
LYNX1,-0.002,0.1,0.1
LYPLAL1,-0.706,-1.053,1.053
LYRIC,1.326,1.044,1.326
LYZL1,-2.207,-0.46,2.207
LYZL2,-0.598,-1.064,1.064
LZIC,-0.733,-1.316,1.316
LZTS2,2.558,-0.069,2.558
M11S1,0.115,0.8685,0.8685
MAC30,-0.45599999999999996,-0.558,0.558
MAD2L1BP,0.058,0.0945,0.0945
MADP-1,-0.235,0.209,0.235
MAEA,-0.025499999999999995,-0.9555,0.9555
MAF1,-0.375,-0.201,0.375
MAFA,1.474,1.405,1.474
MAG,0.8354999999999999,-0.5575,0.8354999999999999
MAGEA1,0.5885,0.3955,0.5885
MAGEA10,0.243,-0.8805000000000001,0.8805000000000001
MAGEA11,-0.5035,-1.2945,1.2945
MAGEA12,-0.05199999999999999,-0.9895,0.9895
MAGEA2,2.248,1.9325,2.248
MAGEA2B,-2.096,-1.672,2.096
MAGEA4,1.5030000000000001,0.9035,1.5030000000000001
MAGEA5,1.2345000000000002,1.4835,1.4835
MAGEA6,0.256,-0.48,0.48
MAGEA8,1.2120000000000002,1.1495,1.2120000000000002
MAGEA9,0.07700000000000001,-0.847,0.847
MAGEB1,0.6134999999999999,0.0585,0.6134999999999999
MAGEB2,0.35450000000000004,0.3865,0.3865
MAGEB3,-0.11199999999999999,-0.311,0.311
MAGEB4,1.233,1.585,1.585
MAGEB6,0.635,1.533,1.533
MAGEC1,-0.4405,-2.003,2.003
MAGEC2,0.069,-0.7789999999999999,0.7789999999999999
MAGED2,-1.3135,-0.454,1.3135
MAGED4,-0.872,-0.024,0.872
MAGEE2,0,0.076,0.076
MAGEF1,-0.638,0.919,0.919
MAGEL2,0.294,0.9544999999999999,0.9544999999999999
MAGI1,1.715,-0.697,1.715
MAGMAS,-0.401,1.358,1.358
MAGOH,-0.7775000000000001,-1.4285,1.4285
MAIL,0.667,-1.404,1.404
MAK10,-0.5405,-0.493,0.5405
MAK3,1.664,1.814,1.814
MAL,-0.05199999999999999,-2.1435,2.1435
MAL2,0.637,-1.597,1.597
MAMDC1,-0.504,-0.693,0.693
MAMDC2,1.212,0.297,1.212
MAML3,0.601,-0.009500000000000008,0.601
MAN1,-0.125,0.3935,0.3935
MAN1A1,-0.5755,-1.7645,1.7645
MAN1B1,-0.627,-1.213,1.213
MAN1C1,-0.573,-0.069,0.573
MAN2A2,0.08199999999999996,-1.1735,1.1735
MANBAL,0.583,-0.078,0.583
MANEA,0.033,-0.04,0.04
MANSC1,0.40549999999999997,0.212,0.40549999999999997
MAP17,-0.518,-0.14049999999999999,0.518
MAP1D,0.506,0.423,0.506
MAP1LC3A,-0.635,-0.171,0.635
MAP1LC3B,-0.37,-0.33,0.37
MAP4,-0.9835,-1.7745,1.7745
MAP6,0.391,0.384,0.391
MAPKBP1,-0.678,0.31400000000000006,0.678
MARLIN1,-1.073,-0.439,1.073
MARS,0.3625,0.6265000000000001,0.6265000000000001
MART2,2,1.345,2
MAS1,-0.934,-0.626,0.934
MAS1L,0.549,-0.498,0.549
MASK-BP3,-1.229,-1.799,1.799
MASP1,0.527,0.0715,0.527
MASP2,1.156,0.7495,1.156
MASS1,-0.326,-0.836,0.836
MAT2A,2.232,1.2494999999999998,2.232
MAT2B,-0.8545,-0.718,0.8545
MATN2,1.757,0.14,1.757
MATN4,0.12,0.6495,0.6495
MAWBP,0.033,0.722,0.722
MB,-0.5900000000000001,-1.2545000000000002,1.2545000000000002
MBC2,1.692,0.725,1.692
MBD3L2,0.9069999999999999,0.4335,0.9069999999999999
MBD5,1.0725,0.134,1.0725
MBD6,-0.443,-0.461,0.461
MBNL1,0.426,-0.158,0.426
MBNL2,1.244,0.6809999999999999,1.244
MBNL3,1.862,2.901,2.901
MC1R,1.5425,0.34400000000000003,1.5425
MC2R,-0.195,-1.266,1.266
MC3R,1.818,1.633,1.818
MC4R,-0.243,0,0.243
MC5R,0.266,-0.4,0.4
MCART1,1.178,0.357,1.178
MCART2,0.764,0.642,0.764
MCEE,0.251,0.084,0.251
MCF2L,-0.779,0.15599999999999997,0.779
MCF2L2,-0.4995,0.154,0.4995
MCFD2,-0.434,-0.785,0.785
MCFP,-0.29,0.018,0.29
MCLC,-0.782,-1.4095,1.4095
MCM10,1.074,1.699,1.699
MCM8,1.157,0.542,1.157
MCMDC1,0.497,-0.62,0.62
MCOLN2,-0.408,0.494,0.494
MCRS1,0.009500000000000008,0.40049999999999997,0.40049999999999997
MCSP,1.993,1.8559999999999999,1.993
MDA5,-0.027999999999999997,2.6045,2.6045
MDAC1,0.899,1.416,1.416
MDFI,0.7424999999999999,1.322,1.322
MDH1,-0.624,-0.731,0.731
MDH1B,0.813,1.778,1.778
MDH2,-0.7265,0.206,0.7265
MDN1,-0.5685,0.5365,0.5685
MDS006,0.634,0,0.634
MDS009,-0.4105,-0.11099999999999999,0.4105
MDS010,0.504,0.86,0.86
MDS018,0.674,1.198,1.198
MDS025,-0.175,0.384,0.384
MDS028,-1.7349999999999999,0.615,1.7349999999999999
MDS031,-0.4255,-0.655,0.655
MDS032,0.30400000000000005,2.7355,2.7355
ME2,-1.205,-0.875,1.205
ME3,-2.053,-1.09,2.053
MEA,1.469,2.316,2.316
MECT1,1.7559999999999998,0.9039999999999999,1.7559999999999998
MED25,0.4645,-0.212,0.4645
MEGF10,-0.417,-1.489,1.489
MEGF11,0,-1.372,1.372
MEIS3,-1.023,-0.249,1.023
MEP50,1.365,1.034,1.365
MEPE,0.616,0.301,0.616
MESP1,0.27149999999999996,-0.614,0.614
MESP2,-0.802,-0.767,0.802
METAP2,-1.3,-0.182,1.3
METRS,1.083,0.543,1.083
METTL1,-0.7585,0.4335,0.7585
METTL2,-0.1955,0.9195,0.9195
METTL3,1.201,-0.049,1.201
METTL4,-0.836,-0.583,0.836
MFAP2,0.354,0.959,0.959
MFAP3,-0.8320000000000001,-1.759,1.759
MFAP4,-0.15550000000000003,-0.4385,0.4385
MFAP5,-0.027499999999999997,0.19849999999999995,0.19849999999999995
MFI2,-0.9339999999999999,-0.5885,0.9339999999999999
MFN1,-0.1945,0.311,0.311
MFN2,0.42600000000000005,1.0615,1.0615
MFRP,0.609,-0.081,0.609
MFTC,0.678,0.176,0.678
MG29,0.803,0.587,0.803
MGA,0.8925000000000001,0.5429999999999999,0.8925000000000001
MGAT1,-0.02100000000000002,0.06149999999999997,0.06149999999999997
MGAT2,-0.33,-0.7495,0.7495
MGAT3,0.09,-0.098,0.098
MGAT4B,1.1604999999999999,0.9705,1.1604999999999999
MGAT5,-0.3105,-0.601,0.601
MGAT5B,0.845,-0.876,0.876
MGC10067,-1.325,-0.43,1.325
MGC10084,0.61,-0.481,0.61
MGC10198,1.327,0.999,1.327
MGC10204,1.39,0.338,1.39
MGC10233,0.587,-1.401,1.401
MGC10433,-0.16,0.927,0.927
MGC10471,0.648,-2.307,2.307
MGC10485,-0.096,-0.994,0.994
MGC10500,-1.042,0.456,1.042
MGC10540,-0.457,-0.754,0.754
MGC10561,0.601,-1.012,1.012
MGC10646,-0.465,1.687,1.687
MGC10701,-1.13,-2.427,2.427
MGC10715,3.612,-1.118,3.612
MGC10731,-0.35350000000000004,0.11449999999999999,0.35350000000000004
MGC10744,0.305,1.665,1.665
MGC10765,-1.039,-0.732,1.039
MGC10772,0.022,-0.238,0.238
MGC10820,-0.985,-1.844,1.844
MGC10854,-0.825,-0.793,0.825
MGC10871,0.745,0.788,0.788
MGC10911,0.092,-1.424,1.424
MGC10946,-0.076,-0.512,0.512
MGC10981,-0.519,-0.206,0.519
MGC10986,-0.12,-0.452,0.452
MGC10992,0.886,-1.975,1.975
MGC10993,0.16,0.439,0.439
MGC11061,0.76,-0.099,0.76
MGC11102,0.254,-0.459,0.459
MGC11134,-0.61,0.344,0.61
MGC11242,-0.889,-1.018,1.018
MGC11256,-1.085,-0.5115,1.085
MGC11257,-0.081,0.747,0.747
MGC11266,0.701,2.063,2.063
MGC11271,0.112,2.155,2.155
MGC11308,0.233,0.178,0.233
MGC11324,-1.006,-0.427,1.006
MGC11332,-1.047,0.108,1.047
MGC11335,1.085,0.971,1.085
MGC11349,0.275,0.764,0.764
MGC11386,-0.306,-0.651,0.651
MGC1203,-0.386,-0.1,0.386
MGC12197,1.7595,0.5895,1.7595
MGC12458,-0.144,0.919,0.919
MGC12466,-0.074,0.63,0.63
MGC12518,-0.874,-0.178,0.874
MGC12815,-0.194,1.687,1.687
MGC12965,-0.959,0.231,0.959
MGC12966,-0.846,-1.059,1.059
MGC12972,-1.117,-1.382,1.382
MGC12981,-1.071,-1.01,1.071
MGC13010,-0.016,-0.742,0.742
MGC13017,-0.562,0.696,0.696
MGC13024,0.017,-0.869,0.869
MGC13034,-0.018,-0.252,0.252
MGC13040,-0.129,0.45,0.45
MGC13045,-0.5970000000000001,1.2555,1.2555
MGC13053,-0.262,1.256,1.256
MGC13057,-0.69,-0.25,0.69
MGC13090,-1.154,-0.334,1.154
MGC13096,0.008,0.979,0.979
MGC13102,0.223,-2.689,2.689
MGC13114,0,0.582,0.582
MGC13125,-0.821,0.493,0.821
MGC13138,-0.118,0.651,0.651
MGC13159,0.388,0.64,0.64
MGC13168,-0.249,0.584,0.584
MGC13170,-1.201,-0.012,1.201
MGC13183,0.462,3.212,3.212
MGC13186,1.454,0.614,1.454
MGC13204,-0.121,-0.095,0.121
MGC13272,-1.106,-1.885,1.885
MGC13275,0.559,-0.273,0.559
MGC:13379,-0.5325,-0.024,0.5325
MGC14126,-0.332,-1.023,1.023
MGC14141,-1.262,-0.734,1.262
MGC14151,-1.753,-0.631,1.753
MGC14156,-0.303,1.582,1.582
MGC14161,1.875,0.654,1.875
MGC14276,1.336,-0.373,1.336
MGC14288,-0.108,-0.086,0.108
MGC14289,-0.355,0.13,0.355
MGC14327,0.17,-0.553,0.553
MGC14376,-0.162,-0.328,0.328
MGC14560,-0.17099999999999999,-0.41950000000000004,0.41950000000000004
MGC14595,0.659,-0.339,0.659
MGC14798,-1.278,-0.775,1.278
MGC14799,0.351,-0.375,0.375
MGC14801,-0.414,0.203,0.414
MGC14816,-0.961,-0.307,0.961
MGC14817,-0.198,-0.04,0.198
MGC14839,0.39049999999999996,-0.014000000000000002,0.39049999999999996
MGC15396,-0.7095,-0.28350000000000003,0.7095
MGC15397,0.352,1.597,1.597
MGC15407,1.3165,0.41300000000000003,1.3165
MGC15416,-1.074,-1.261,1.261
MGC15429,-1.379,0,1.379
MGC15476,0.126,-2.362,2.362
MGC15523,0.283,-0.991,0.991
MGC15606,0.896,-0.809,0.896
MGC15619,-0.292,-0.309,0.309
MGC15631,0,0.601,0.601
MGC15634,0.793,-0.328,0.793
MGC15668,-0.175,0.203,0.203
MGC15677,0.968,-0.149,0.968
MGC15705,-0.798,-0.699,0.798
MGC15716,0.07,-1.365,1.365
MGC15730,0.494,0.983,0.983
MGC15737,0.64,1.305,1.305
MGC15763,0.322,-0.218,0.322
MGC15875,-0.171,0.224,0.224
MGC15882,1.194,-0.438,1.194
MGC15885,1.646,2.306,2.306
MGC15887,2.897,2.934,2.934
MGC15912,1.54,-0.297,1.54
MGC15937,0.137,-0.188,0.188
MGC16028,-0.093,-0.507,0.507
MGC16044,-0.531,-0.168,0.531
MGC16075,-0.627,0.25,0.627
MGC16121,-1.75,0.515,1.75
MGC16186,-1.518,0.196,1.518
MGC16279,-0.1445,3.0065,3.0065
MGC16291,0.146,1.115,1.115
MGC16309,-0.16,-0.141,0.16
MGC16372,-0.357,0.616,0.616
MGC16384,-1.092,-0.654,1.092
MGC16385,1.029,-0.679,1.029
MGC16491,-0.173,-0.412,0.412
MGC16597,0.053,0.213,0.213
MGC16664,-0.804,-1.469,1.469
MGC16703,-1.029,-1.301,1.301
MGC16733,-0.169,0,0.169
MGC16824,-0.2985,-3.752,3.752
MGC16943,0.218,-1.968,1.968
MGC17299,0.941,-0.491,0.941
MGC17301,0.294,-0.391,0.391
MGC17330,2.165,1.834,2.165
MGC17337,-0.101,-0.609,0.609
MGC17403,-0.413,-0.153,0.413
MGC17624,0.183,-1.094,1.094
MGC17791,0.776,0.593,0.776
MGC17839,0.245,-0.113,0.245
MGC17943,0.453,0.424,0.453
MGC17986,0.018,-0.393,0.393
MGC18079,0.756,1.19,1.19
MGC19604,0.928,0.133,0.928
MGC19764,0.157,-1.022,1.022
MGC19780,0.247,-0.877,0.877
MGC20235,-1.14,-0.734,1.14
MGC20255,0.018,-0.628,0.628
MGC20262,-0.364,-0.583,0.583
MGC20398,-0.445,0.79,0.79
MGC20410,1.408,1.061,1.408
MGC20419,-0.592,-1.167,1.167
MGC20446,1.389,-0.039,1.389
MGC20460,-0.656,-0.595,0.656
MGC20470,-0.617,0.237,0.617
MGC20481,0.758,-0.368,0.758
MGC20533,-0.152,0.39,0.39
MGC20579,1.88,0.621,1.88
MGC20781,-1.091,-1.455,1.455
MGC20806,-1.411,0.357,1.411
MGC20983,-0.891,0.088,0.891
MGC21382,-0.108,0.531,0.531
MGC21394,0.909,1.44,1.44
MGC21416,-0.285,0.271,0.285
MGC21518,0.725,0.465,0.725
MGC21644,-0.553,-1.027,1.027
MGC21654,0.054,0.191,0.191
MGC21675,-0.115,0.45,0.45
MGC21688,-5.258,-3.468,5.258
MGC21830,0.567,1.121,1.121
MGC21874,0.939,1.14,1.14
MGC21881,-0.787,0.285,0.787
MGC2198,0.549,0.651,0.651
MGC22001,0,0.044,0.044
MGC22014,0.794,2.149,2.149
MGC22265,-0.653,0.265,0.653
MGC22679,-0.553,0.052,0.553
MGC22773,-1.225,-1.561,1.561
MGC22776,-0.801,-1.078,1.078
MGC22793,0.599,0.586,0.599
MGC22960,0.593,-0.649,0.649
MGC23244,0.3,0.621,0.621
MGC23280,1.4740000000000002,0.5335,1.4740000000000002
MGC23284,-0.001,0.103,0.103
MGC23401,0.581,0.102,0.581
MGC23908,0.289,-0.582,0.582
MGC23909,1.2665,2.8905,2.8905
MGC23911,0.016,1.095,1.095
MGC23918,1.373,0.742,1.373
MGC23937,-0.868,0.792,0.868
MGC23940,-0.15,-0.106,0.15
MGC23947,0.18000000000000002,-0.2475,0.2475
MGC23985,2.3555,2.8325,2.8325
MGC24039,-0.709,-0.212,0.709
MGC24047,-1.105,-0.051,1.105
MGC2408,-0.857,-0.429,0.857
MGC24125,0.665,0.72,0.72
MGC24132,-0.206,0.393,0.393
MGC24133,0.2265,-0.005999999999999998,0.2265
MGC24137,-0.832,-0.525,0.832
MGC24381,0.1,0.464,0.464
MGC2452,1.161,-0.557,1.161
MGC24665,0.398,0.464,0.464
MGC2474,0.352,-0.297,0.352
MGC2477,0.343,1.671,1.671
MGC2494,0.329,1.24,1.24
MGC24975,-0.302,0,0.302
MGC24976,0.467,-0.072,0.467
MGC25181,2.2945,1.3094999999999999,2.2945
MGC2574,0.244,-0.716,0.716
MGC2603,-1.7275,-0.6595,1.7275
MGC26143,-1.1909999999999998,-0.258,1.1909999999999998
MGC2629,-0.475,-0.257,0.475
MGC2650,-0.849,-0.776,0.849
MGC2654,-0.075,0.107,0.107
MGC2655,0.784,-0.221,0.784
MGC26594,1.211,2.459,2.459
MGC26598,-0.366,0.204,0.366
MGC26605,0.169,0.673,0.673
MGC26610,-0.411,-0.158,0.411
MGC26647,-0.094,-0.15,0.15
MGC26690,-0.248,-1.742,1.742
MGC26694,0.348,1.318,1.318
MGC26710,1.978,-0.859,1.978
MGC26717,0.706,0.067,0.706
