GeneSymbol,MedianCLIP,MedianL243,selectedMedian
ELL3,0.143,0.661,0.661
ELLS1,-0.82,-0.395,0.82
ELMO2,-0.183,0.056,0.183
ELMO3,-0.23,-0.148,0.23
ELOVL1,0.393,0.465,0.465
ELOVL2,-0.065,-0.022,0.065
ELOVL3,0.009,0.236,0.236
ELOVL4,-0.172,-0.041,0.172
ELOVL5,0.195,-0.78,0.78
ELOVL6,-0.462,0.715,0.715
ELOVL7,0.256,0.559,0.559
ELP3,-0.2465,-0.7765,0.7765
ELP4,0.768,0.059,0.768
ELSPBP1,-1.415,-1.143,1.415
ELTD1,0.295,0.065,0.295
EMCN,-1.417,-1.029,1.417
EME1,-0.008,0.19,0.19
EMID1,0.505,0.311,0.505
EMID2,0.551,0.507,0.551
EMILIN1,-1.1560000000000001,-0.3155,1.1560000000000001
EMILIN2,-0.677,0.119,0.677
EMILIN3,1.322,2.189,2.189
EML1,0.18849999999999997,-0.28400000000000003,0.28400000000000003
EML2,-2.0355,0.20049999999999998,2.0355
EML4,-0.29000000000000004,-1.366,1.366
EML5,0.361,-0.283,0.361
EMP1,1.9955,-0.27,1.9955
EMP2,0.524,0.0205,0.524
EMP3,-0.377,-0.5175,0.5175
EMR1,0.582,0.383,0.582
EMR3,0.031,0.47,0.47
EMR4,0.315,0.37,0.37
ENAH,-0.1325,0.21199999999999997,0.21199999999999997
ENDOG,1.485,0.3815,1.485
ENDOGL1,-1.0155,-0.494,1.0155
ENPP2,0.378,1.144,1.144
ENPP6,-0.522,-0.562,0.562
ENPP7,0.057,0.629,0.629
ENSA,1.769,-0.10650000000000001,1.769
ENTH,0.297,1.492,1.492
ENTPD2,-0.33399999999999996,0.56,0.56
ENTPD6,0.13149999999999995,0.12349999999999997,0.13149999999999995
ENTPD7,0.8645,0.6255000000000001,0.8645
EP400,0.8005,1.2335,1.2335
EPB41L2,1.3605,0.8454999999999999,1.3605
EPB41L3,0.30100000000000005,-1.231,1.231
EPB41L4A,0.173,-0.31,0.31
EPB41L4B,-0.773,-0.5405000000000001,0.773
EPB41L5,-0.21,1.925,1.925
EPB49,-0.898,-1.931,1.931
EPC2,1.2425000000000002,1.7214999999999998,1.7214999999999998
EPHA10,-0.492,0.937,0.937
EPLIN,-0.206,-1.3085,1.3085
EPM2AIP1,-0.5695,0.4505,0.5695
EPN1,-3.7785,-2.828,3.7785
EPN2,-0.5345,0.41400000000000003,0.5345
EPN3,-0.1595,0.614,0.614
EPPB9,0.5425,-0.3355,0.5425
EPS8L1,-0.9309999999999999,-0.5735,0.9309999999999999
EPS8L2,0.634,-1.171,1.171
EPS8L3,-0.259,0.805,0.805
EPSTI1,-0.005,0.265,0.265
ERAS,-0.27,-0.903,0.903
ERBB2IP,-0.8395,-0.4385,0.8395
ERBP,-0.41600000000000004,2.659,2.659
ERMAP,-0.529,-1.016,1.016
ERO1LB,0.978,-0.742,0.978
ERVWE1,-0.6275000000000001,-0.803,0.803
ESAM,-0.187,-1.25,1.25
ESPL1,3.14,1.924,3.14
ESPN,-0.353,1.057,1.057
ESSPL,2.584,0.3375,2.584
EST1B,1.1365,0.138,1.1365
ESX1L,1.3045,-1.192,1.3045
ET,-0.445,-0.861,0.861
ETAA16,-1.2765,-1.2495,1.2765
ETEA,0.133,0.115,0.133
ETHE1,-1.1305,-0.7175,1.1305
EVA1,-0.3605,0.5615,0.5615
EVI2A,0.8925000000000001,-0.485,0.8925000000000001
EVI5,-0.552,-1.99,1.99
EXOC7,0.6375,-0.8524999999999999,0.8524999999999999
EXOC8,-0.099,-0.2365,0.2365
EXOSC1,-0.13100000000000003,0.14100000000000001,0.14100000000000001
EXOSC2,1.065,-1.468,1.468
EXOSC3,-0.501,0.235,0.501
EXOSC4,0.85,1.1635,1.1635
EXOSC5,-0.2565,0.875,0.875
EXOSC6,-0.581,0.342,0.581
EXOSC7,0.327,-0.04,0.327
EXOSC8,1.0745,0.9329999999999999,1.0745
EXOSC9,-0.08750000000000002,1.4625,1.4625
E(Y)2,-1.295,0,1.295
EZI,-0.12199999999999994,2.184,2.184
F25965,-0.759,0.749,0.759
F2R,-0.568,0.166,0.568
F2RL1,0.253,-1.828,1.828
F2RL2,0.127,-0.736,0.736
F2RL3,-0.389,0.344,0.389
F8A,-0.2705,0.3375,0.3375
FA2H,0.875,1.113,1.113
FADS1,-0.7255,0.6435,0.7255
FADS2,0.0625,-1.4060000000000001,1.4060000000000001
FADS3,-0.059500000000000025,1.3335,1.3335
FAIM2,0.508,-1.0545,1.0545
FAM10A3,-0.786,0.301,0.786
FAM10A4,0.93,1.212,1.212
FAM10A5,1.016,-0.179,1.016
FAM10A6,1.488,0.915,1.488
FAM10A7,0.682,-0.592,0.682
FAM11A,0.244,2.475,2.475
FAM12A,-0.6835,0.048000000000000015,0.6835
FAM12B,0.01,0.947,0.947
FAM13A1,1.3905,2.526,2.526
FAM13C1,0.219,0.034,0.219
FAM14A,0.351,0.783,0.783
FAM14B,-1.351,0.739,1.351
FAM16AX,-1.0265,-0.40599999999999997,1.0265
FAM18B,-0.8009999999999999,-0.7645,0.8009999999999999
FAM19A1,0.176,0.154,0.176
FAM20A,0.9485,-0.43349999999999994,0.9485
FAM20B,-0.6234999999999999,0.5670000000000001,0.6234999999999999
FAM20C,0.496,-1.352,1.352
FAM21C,-1.281,-0.35,1.281
FAM22A,0.973,-0.015,0.973
FAM24B,-0.69,-0.605,0.69
FAM26A,0.773,1.095,1.095
FAM26B,0.6635,1.8305,1.8305
FAM26C,0.497,0.479,0.497
FAM29A,0.3005,-0.335,0.335
FAM31B,-0.821,0.393,0.821
FAM31C,0.502,1.446,1.446
FAM32A,-0.7045,0.1975,0.7045
FAM33A,-0.765,-0.505,0.765
FAM34A,0.6445000000000001,-2.3745000000000003,2.3745000000000003
FAM36A,-1.21,-0.529,1.21
FAM38A,0.012999999999999984,-0.7384999999999999,0.7384999999999999
FAM38B,0.253,0.34,0.34
FAM3A,0.863,0.89,0.89
FAM3B,-0.5995,0.2415,0.5995
FAM3C,-2.5839999999999996,-1.8410000000000002,2.5839999999999996
FAM3D,0.731,1.707,1.707
FAM40A,-1.119,-0.236,1.119
FAM40B,0.093,-0.261,0.261
FAM41C,0.144,0.218,0.218
FAM8A1,0.6920000000000001,0.184,0.6920000000000001
FAM9A,0.772,0.605,0.772
FAM9B,0.79,0.044,0.79
FAM9C,-0.342,-0.052,0.342
FANCL,0.693,-0.5715,0.693
FANK1,0.149,0.653,0.653
FAP,-0.031,0.11349999999999996,0.11349999999999996
FAPP2,0.873,2.022,2.022
FARS1,1.2135,0.08549999999999999,1.2135
FARSLB,-0.2275,0.2405,0.2405
FAT3,0.234,-0.207,0.234
FATE,1.1885000000000001,2.7685000000000004,2.7685000000000004
FATJ,-0.546,2.231,2.231
FBF1,-0.439,0.37,0.439
FBI4,-0.549,0.012,0.549
FBL,-0.391,0.55,0.55
FBLN2,0.833,-0.083,0.833
FBLP-1,2.2085,0.7215,2.2085
FBN3,-0.011,-0.171,0.171
FBS1,0.786,0.789,0.789
FBXL10,0.785,1.692,1.692
FBXL13,-1.169,0.344,1.169
FBXL14,-0.666,-0.647,0.666
FBXL15,-0.223,-1.203,1.203
FBXL16,-0.401,0.835,0.835
FBXL17,-0.23,0.9550000000000001,0.9550000000000001
FBXL18,0.665,0.115,0.665
FBXL19,0.744,-0.7175,0.744
FBXL22,0.61,-0.308,0.61
FBXL8,-3.9970000000000003,-0.579,3.9970000000000003
FBXO15,-0.374,0.013,0.374
FBXO16,-0.168,0.662,0.662
FBXO18,0.634,0.63,0.634
FBXO27,-0.44,-0.773,0.773
FBXO28,0.5465,2.011,2.011
FBXO30,3.044,-2.25,3.044
FBXO33,-0.5,1.605,1.605
FBXO34,0.5185,1.8575,1.8575
FBXO36,0.01,-0.459,0.459
FBXO38,-0.01150000000000001,0.7715000000000001,0.7715000000000001
FBXO39,0.624,0.752,0.752
FBXO40,0.2815,0.5660000000000001,0.5660000000000001
FBXO41,0.081,1.405,1.405
FBXO42,-0.9735,-1.8935,1.8935
FBXO44,-0.451,-0.331,0.451
FBXO46,1.2335,-1.0594999999999999,1.2335
FBXW10,1.008,1.4909999999999999,1.4909999999999999
FBXW12,1.0775,0.772,1.0775
FBXW5,-0.07899999999999999,-0.5255,0.5255
FBXW9,2.771,0.857,2.771
FCGBP,-1.0715,-0.23,1.0715
FCGR2C,-2.057,-0.393,2.057
FCHO1,0.07799999999999999,0.849,0.849
FCHSD1,-0.249,0.641,0.641
FCHSD2,1.1360000000000001,-0.5599999999999999,1.1360000000000001
FCN1,-0.17800000000000005,0.3845,0.3845
FCN3,1.068,-0.5055,1.068
FEM1A,0.183,-0.527,0.527
FEM1C,0.432,2.348,2.348
FER1L3,-0.9535,0.1355,0.9535
FERD3L,1.249,-0.662,1.249
FETUB,-0.405,-0.442,0.442
FEV,2.027,-0.252,2.027
FEZ2,0.11199999999999999,0.6985,0.6985
FEZL,-0.6285,-0.7605,0.7605
FGD2,1.3085,-0.7855,1.3085
FGD3,-0.942,0.207,0.942
FGD4,0.982,0.072,0.982
FGD5,0.298,0.318,0.318
FGF22,-0.401,1.409,1.409
FGFR1OP2,1.1105,1.2675,1.2675
FGIF,-0.3885,0.018000000000000016,0.3885
FGL1,-0.42950000000000005,-0.84,0.84
FGL2,0.29100000000000004,0.4215,0.4215
FHL1,-0.1595,0.04550000000000001,0.1595
FHL2,-0.096,-0.0535,0.096
FHL3,-0.725,-0.317,0.725
FHOD1,-1.457,0.252,1.457
FHOD3,0.448,-0.982,0.982
FHR-3,0.30799999999999994,-0.25449999999999995,0.30799999999999994
FHR-4,0.665,-0.083,0.665
FHR5,0.169,0.088,0.169
FIBCD1,-1.05,1.47,1.47
FIBL-6,-0.236,0.756,0.756
FIGLA,-0.043,-0.452,0.452
FIGN,0.8025,0.24000000000000002,0.8025
FIGNL1,0.005,0.139,0.139
FILIP1,-0.881,0.378,0.881
FIP1L1,0.086,1.19,1.19
FIS,0.741,0.323,0.741
FJX1,-2.064,0.67,2.064
FKBP10,-1.1085,0.654,1.1085
FKBP1B,0.772,-0.457,0.772
FKBP1C,0.32,0.354,0.354
FKBP7,0.004500000000000004,-1.174,1.174
FKBP9,-1.8635000000000002,-0.6695,1.8635000000000002
FKBP9L,1.022,1.542,1.542
FKSG14,-1.2615,-0.9325000000000001,1.2615
FKSG17,-0.636,-0.583,0.636
FKSG32,2.166,0.344,2.166
FKSG42,1.09,-0.453,1.09
FKSG43,-1.562,-0.443,1.562
FKSG44,1.343,-0.191,1.343
FKSG79,0.523,-1.531,1.531
FKSG83,-0.479,-1.453,1.453
FKSG87,-0.159,0.66,0.66
F-LANA,-0.03849999999999999,0.1925,0.1925
FLII,1.091,0.582,1.091
FLJ00012,0.219,-0.318,0.318
FLJ00038,0.578,1.2215,1.2215
FLJ00060,-0.708,-0.398,0.708
FLJ00133,-0.34550000000000003,0.0435,0.34550000000000003
FLJ00193,1.373,0.093,1.373
FLJ00332,-0.078,0.495,0.495
FLJ10006,-0.612,0.8185,0.8185
FLJ10036,-1.56,-1.844,1.844
FLJ10052,-0.276,-0.368,0.368
FLJ10055,0.536,0.135,0.536
FLJ10060,-0.221,-1.407,1.407
FLJ10081,-2.5755,-0.9195,2.5755
FLJ10094,0,0.334,0.334
FLJ10099,-1.1855,-0.8384999999999999,1.1855
FLJ10116,-1.2879999999999998,-1.0545,1.2879999999999998
FLJ10120,-0.7474999999999999,-0.881,0.881
FLJ10154,-0.7415,-0.36650000000000005,0.7415
FLJ10157,0.7645000000000001,1.4064999999999999,1.4064999999999999
FLJ10159,-0.26549999999999996,1.1475,1.1475
FLJ10178,-1.1560000000000001,-1.615,1.615
FLJ10199,0.1355,0.6535,0.6535
FLJ10201,-1.2885,0.6545,1.2885
FLJ10204,-0.45200000000000007,-0.9485,0.9485
FLJ10211,0.23299999999999993,2.1944999999999997,2.1944999999999997
FLJ10213,0.5075,1.501,1.501
FLJ10232,0.16999999999999998,0.6125,0.6125
FLJ10233,0.44749999999999995,0.0015000000000000013,0.44749999999999995
FLJ10241,0.7959999999999999,1.827,1.827
FLJ10246,-1.5270000000000001,-0.9079999999999999,1.5270000000000001
FLJ10260,-0.315,0.8755,0.8755
FLJ10276,0.9235,0.6214999999999999,0.9235
FLJ10287,-0.606,0.775,0.775
FLJ10292,-0.2855,0.0325,0.2855
FLJ10300,-0.8225,-0.347,0.8225
FLJ10305,-0.7715,1.0459999999999998,1.0459999999999998
FLJ10307,-0.609,0.16300000000000003,0.609
FLJ10315,-0.84,0.2125,0.84
FLJ10324,-1.8505,-0.7885,1.8505
FLJ10326,-1.1955,0.6124999999999999,1.1955
FLJ10330,1.749,-0.278,1.749
FLJ10349,0.65,-0.3475,0.65
FLJ10350,-1.5795,-0.6875,1.5795
FLJ10352,0.9810000000000001,1.2295,1.2295
FLJ10357,-1.4269999999999998,0.996,1.4269999999999998
FLJ10359,-2.188,-1.031,2.188
FLJ10374,-0.28150000000000003,-0.091,0.28150000000000003
FLJ10375,-0.07150000000000001,1.0305,1.0305
FLJ10378,-0.534,-1.0065,1.0065
FLJ10379,2.194,2.1325000000000003,2.194
FLJ10385,1.5,0.7895,1.5
FLJ10404,0.6855,1.0695000000000001,1.0695000000000001
FLJ10407,-1.4265,-0.46599999999999997,1.4265
FLJ10408,1.19,0.109,1.19
FLJ10415,0.08250000000000002,1.3635,1.3635
FLJ10420,0.16199999999999998,3.6574999999999998,3.6574999999999998
FLJ10439,-0.5135,1.2105,1.2105
FLJ10458,0.24749999999999994,-1.923,1.923
FLJ10460,-0.359,1.4355,1.4355
FLJ10489,0.606,-1.183,1.183
FLJ10490,0.242,-0.26,0.26
FLJ10496,1.217,-1.0345,1.217
FLJ10504,1.3775,0.9875,1.3775
FLJ10514,-0.4825,-0.21049999999999996,0.4825
FLJ10521,1.085,-0.263,1.085
FLJ10534,1.1095000000000002,-0.6445,1.1095000000000002
FLJ10539,0.5695,-1.1284999999999998,1.1284999999999998
FLJ10546,0.26500000000000007,0.988,0.988
FLJ10560,-0.538,0.138,0.538
FLJ10569,-1.383,-1.2205,1.383
FLJ10579,0.298,0.353,0.353
FLJ10581,0.103,0.33199999999999996,0.33199999999999996
FLJ10587,-0.72,-0.601,0.72
FLJ10613,-0.33999999999999997,0.5445,0.5445
FLJ10618,1.455,3.659,3.659
FLJ10634,-0.22649999999999998,-0.32599999999999996,0.32599999999999996
FLJ10637,0.7675,-1.1625,1.1625
FLJ10647,1.11,0.4595,1.11
FLJ10652,-1.2774999999999999,-1.0939999999999999,1.2774999999999999
FLJ10661,-1.763,-0.46649999999999997,1.763
FLJ10700,0.628,1.102,1.102
FLJ10706,-0.059,-0.5555,0.5555
FLJ10707,0.05399999999999999,-0.8195,0.8195
FLJ10719,1.166,-0.49300000000000005,1.166
FLJ10726,-0.03149999999999997,0.034499999999999996,0.034499999999999996
FLJ10748,2.0765000000000002,0.4855,2.0765000000000002
FLJ10759,-0.6214999999999999,-1.252,1.252
FLJ10769,0.649,0.5895,0.649
FLJ10774,0.9784999999999999,1.9409999999999998,1.9409999999999998
FLJ10781,-0.6725,-1.815,1.815
FLJ10786,-1.7905,-0.742,1.7905
FLJ10803,-0.262,-1.0275,1.0275
FLJ10808,1.073,1.5779999999999998,1.5779999999999998
FLJ10815,0.4355,0.262,0.4355
FLJ10824,-0.431,-1.6015,1.6015
FLJ10826,-0.14999999999999997,-0.5175000000000001,0.5175000000000001
FLJ10846,-0.2455,-0.3805,0.3805
FLJ10847,-0.29800000000000004,-0.292,0.29800000000000004
FLJ10853,1.419,0.21700000000000003,1.419
FLJ10858,0.6225,-0.61,0.6225
FLJ10871,-0.17200000000000001,-0.3075,0.3075
FLJ10874,0.74,-0.34600000000000003,0.74
FLJ10884,0.728,0.448,0.728
FLJ10891,-0.091,0.425,0.425
FLJ10900,0.062,-0.127,0.127
FLJ10902,0.3865,0.9825,0.9825
FLJ10904,-1.003,-1.9195,1.9195
FLJ10916,-0.11649999999999999,-1.049,1.049
FLJ10922,0.174,0.195,0.195
FLJ10925,-0.3365,0.788,0.788
FLJ10945,-1.2930000000000001,0.6915,1.2930000000000001
FLJ10948,0.2625,1.3185,1.3185
FLJ10970,0.2045,-0.2775,0.2775
FLJ10979,-0.2515,-0.448,0.448
FLJ10980,0.058,1.471,1.471
FLJ10996,-0.2235,-1.1524999999999999,1.1524999999999999
FLJ10997,-0.702,0.218,0.702
FLJ11000,0.5385,0.3175,0.5385
FLJ11004,0.177,-0.5995,0.5995
FLJ11016,0.307,-1.085,1.085
FLJ11017,-0.5925,-1.2389999999999999,1.2389999999999999
FLJ11021,0.216,0.377,0.377
FLJ11029,1.2965,0.049,1.2965
FLJ11036,-0.5405,0.6194999999999999,0.6194999999999999
FLJ11046,-1.0965,-1.303,1.303
FLJ11078,0.032,-0.968,0.968
FLJ11082,-1.3010000000000002,-0.5880000000000001,1.3010000000000002
FLJ11088,-0.326,-1.6775,1.6775
FLJ11127,-0.121,-0.7805,0.7805
FLJ11142,-1.6835,-1.3849999999999998,1.6835
FLJ11151,-1.186,0.268,1.186
FLJ11155,-0.7245,1.41,1.41
FLJ11164,-0.849,0.2065,0.849
FLJ11171,0.066,0.11449999999999999,0.11449999999999999
FLJ11175,-1.3915,0.3115,1.3915
FLJ11184,1.782,-0.9295,1.782
FLJ11193,1.3539999999999999,1.0755000000000001,1.3539999999999999
FLJ11196,2.3825000000000003,2.3405,2.3825000000000003
FLJ11200,0.956,-0.3435,0.956
FLJ11220,0.07300000000000001,0.4305,0.4305
FLJ11259,0.053,-0.855,0.855
FLJ11267,0,0.626,0.626
FLJ11273,0.14150000000000001,-0.0935,0.14150000000000001
FLJ11280,1.347,2.636,2.636
FLJ11286,0.674,0.29,0.674
FLJ11292,0.315,-1.004,1.004
FLJ11301,-6.2025,-2.0485,6.2025
FLJ11305,1.276,0.091,1.276
FLJ11323,0.159,0.534,0.534
FLJ11331,0.522,-0.666,0.666
FLJ11336,-0.16,-0.708,0.708
FLJ11342,1.123,1.411,1.411
FLJ11362,0.772,0.276,0.772
FLJ11383,0.186,0,0.186
FLJ11457,0.225,-0.419,0.419
FLJ11506,-1.825,-0.745,1.825
FLJ11588,1.156,-0.202,1.156
FLJ11712,-0.879,-0.912,0.912
FLJ11730,0.099,-0.298,0.298
FLJ11749,-0.1915,-0.399,0.399
FLJ11752,0,-0.389,0.389
FLJ11767,2.0805,1.2555,2.0805
FLJ11773,-0.5225,-0.5485,0.5485
FLJ11783,-0.432,-1.267,1.267
FLJ11795,-1.492,0.014,1.492
FLJ11800,0.433,-1.025,1.025
FLJ11806,-0.02,-1.577,1.577
FLJ11822,-0.161,0.19,0.19
FLJ11838,0.94,2.51,2.51
FLJ11848,2.663,1.168,2.663
FLJ11856,-0.749,-2.98,2.98
FLJ12056,-0.084,0.329,0.329
FLJ12057,0.913,0,0.913
FLJ12118,0.028,-1.258,1.258
FLJ12242,-2.84,-1.82,2.84
FLJ12331,1.392,0.364,1.392
FLJ12355,-0.38,0.3,0.38
FLJ12363,0.995,1.492,1.492
FLJ12436,0.738,-0.604,0.738
FLJ12438,-0.5225,-1.641,1.641
FLJ12439,-0.7675,-0.5900000000000001,0.7675
FLJ12442,2.416,0.773,2.416
FLJ12448,0.525,0.449,0.525
FLJ12455,0.508,-0.367,0.508
FLJ12484,-0.121,-0.199,0.199
FLJ12505,1.088,1.946,1.946
FLJ12517,-0.486,-0.829,0.829
FLJ12525,-0.948,0.409,0.948
FLJ12528,0.647,-0.1355,0.647
FLJ12529,-1.079,0.041,1.079
FLJ12541,0.764,1.685,1.685
FLJ12571,0.53,-1.926,1.926
FLJ12572,-1.3980000000000001,-0.7979999999999999,1.3980000000000001
FLJ12584,2.3185000000000002,-0.025500000000000078,2.3185000000000002
FLJ12586,0.257,-1.049,1.049
FLJ12587,-0.069,-1.776,1.776
FLJ12592,-0.87,-1.606,1.606
FLJ12595,-0.277,0.366,0.366
FLJ12604,1.435,-1.0065,1.435
FLJ12606,-0.772,1.523,1.523
FLJ12610,-1.427,-0.171,1.427
FLJ12644,0.151,0.885,0.885
FLJ12649,1.567,-0.04,1.567
FLJ12650,1.731,0.505,1.731
FLJ12666,2.82,3.57,3.57
FLJ12671,-0.562,0.03,0.562
FLJ12681,0.38,-2.314,2.314
FLJ12684,0.265,-1.018,1.018
FLJ12687,-0.071,-1.64,1.64
FLJ12700,-0.145,-0.401,0.401
FLJ12716,-1.29,-0.643,1.29
FLJ12735,0.623,0.645,0.645
FLJ12747,0.079,0.786,0.786
FLJ12748,0.601,0.92,0.92
FLJ12750,0.737,1.982,1.982
FLJ12760,0.7565000000000001,0.4,0.7565000000000001
FLJ12770,1.138,0.615,1.138
FLJ12787,2.369,2.141,2.369
FLJ12788,1.0315,1.9929999999999999,1.9929999999999999
FLJ12800,-0.8275,-0.619,0.8275
FLJ12806,-0.4005,-0.338,0.4005
FLJ12875,-0.327,0.486,0.486
FLJ12886,-0.647,-0.606,0.647
FLJ12892,0.221,-0.271,0.271
FLJ12895,0.65,-0.327,0.65
FLJ12903,0.029,0.376,0.376
FLJ12949,0.459,1.15,1.15
FLJ12953,-0.547,-0.443,0.547
FLJ12969,-0.0635,0.026499999999999996,0.0635
FLJ12975,-0.093,-0.185,0.185
FLJ12985,0.01,0.942,0.942
FLJ12994,-0.5785,-0.9635,0.9635
FLJ12998,1.375,0.936,1.375
FLJ13063,-0.221,0.342,0.342
FLJ13072,0.156,1.506,1.506
FLJ13089,1.113,0.752,1.113
FLJ13096,0.566,0.676,0.676
FLJ13105,1.063,0.257,1.063
FLJ13111,-0.576,-0.147,0.576
FLJ13119,-0.094,-0.738,0.738
FLJ13149,-0.363,-0.837,0.837
FLJ13154,1.319,1.8805,1.8805
FLJ13195,0.457,-2.441,2.441
FLJ13197,0.676,0.715,0.715
FLJ13213,-0.128,0,0.128
FLJ13215,0.825,0.387,0.825
FLJ13220,0.31700000000000006,-1.023,1.023
FLJ13231,-0.318,-1.098,1.098
FLJ13236,-0.262,-0.544,0.544
FLJ13273,1.425,0.9734999999999999,1.425
FLJ13291,0.154,0.271,0.271
FLJ13305,0.56,1.178,1.178
FLJ13352,1.692,0.199,1.692
FLJ13386,-0.13,0.068,0.13
FLJ13391,-0.354,0.995,0.995
FLJ13448,-1.041,-0.732,1.041
FLJ13456,-0.956,-0.346,0.956
FLJ13479,2.403,-1.126,2.403
FLJ13491,0.026,-1.178,1.178
FLJ13544,-0.303,0.029,0.303
FLJ13576,-0.164,0.056,0.164
FLJ13611,-0.408,-1.323,1.323
FLJ13614,0.161,-1.01,1.01
FLJ13615,-0.223,0.409,0.409
FLJ13621,-0.458,0.561,0.561
FLJ13639,2.095,0.596,2.095
FLJ13646,0.28,-0.49,0.49
FLJ13725,0.633,0.343,0.633
FLJ13798,-0.668,1.476,1.476
FLJ13815,1.037,-0.327,1.037
FLJ13840,-0.465,1.014,1.014
FLJ13841,2.007,-1.415,2.007
FLJ13842,0.09,0.772,0.772
FLJ13848,0.315,1.418,1.418
FLJ13868,0.728,-0.015,0.728
FLJ13909,2.2605,6.4395,6.4395
FLJ13910,0.869,1.519,1.519
FLJ13912,-0.454,0.227,0.454
FLJ13941,0.117,-0.178,0.178
FLJ13946,0.342,-0.533,0.533
FLJ13955,0.537,-1.119,1.119
FLJ13984,-0.022,0.654,0.654
FLJ14001,-0.821,0.199,0.821
FLJ14007,-1.582,-0.625,1.582
FLJ14009,-1.049,-1.09,1.09
FLJ14011,-0.003,-0.171,0.171
FLJ14050,-0.078,-0.694,0.694
FLJ14054,-1.696,-1.596,1.696
FLJ14075,0.586,1.186,1.186
FLJ14084,0.461,-0.684,0.684
FLJ14103,-1.29,-0.08,1.29
FLJ14107,-0.895,0.453,0.895
FLJ14124,-0.28,-1.844,1.844
FLJ14129,-0.025499999999999995,-1.2655,1.2655
FLJ14146,2.314,2.083,2.314
FLJ14153,0.336,1.1125,1.1125
FLJ14154,0.485,0.582,0.582
FLJ14166,0.7244999999999999,0.25849999999999995,0.7244999999999999
FLJ14213,1.204,-0.637,1.204
FLJ14249,-0.445,-0.608,0.608
FLJ14281,-0.01,0.528,0.528
FLJ14297,0.455,2.181,2.181
FLJ14299,-0.013,1.248,1.248
FLJ14346,1.031,1.558,1.558
FLJ14360,1.141,-0.43,1.141
FLJ14397,0.92,-2.166,2.166
FLJ14431,2.54,-0.565,2.54
FLJ14442,-0.09,-1.074,1.074
FLJ14451,1.079,1.773,1.773
FLJ14464,1.113,-1.178,1.178
FLJ14466,1.595,0.28,1.595
FLJ14490,0.756,-0.129,0.756
FLJ14494,-0.349,0,0.349
FLJ14502,-0.6,-0.983,0.983
FLJ14503,0.715,-0.04,0.715
FLJ14525,1.17,1.003,1.17
FLJ14566,1.777,1.445,1.777
FLJ14624,1.09,0.659,1.09
FLJ14627,0.98,-0.5065,0.98
FLJ14639,0.7,-0.312,0.7
FLJ14640,0.367,0.405,0.405
FLJ14641,1.608,1.249,1.608
FLJ14668,0.338,0.12,0.338
FLJ14681,-0.426,0.239,0.426
FLJ14712,0.088,0.385,0.385
FLJ14721,-0.279,-0.524,0.524
FLJ14753,-1.658,0.206,1.658
FLJ14768,0.622,-1.152,1.152
FLJ14775,0.241,0.23,0.241
FLJ14800,-0.349,0.253,0.349
FLJ14803,-0.877,-1.29,1.29
FLJ14816,-1.407,-1.686,1.686
FLJ14825,0.255,-0.312,0.312
FLJ14827,-1.092,-0.767,1.092
FLJ14834,0.805,1.249,1.249
FLJ14871,-0.811,0.475,0.811
FLJ14888,0.071,0.283,0.283
FLJ14904,-0.784,-1.615,1.615
FLJ14936,0.6389999999999999,1.4645,1.4645
FLJ14957,-1.117,-1.335,1.335
FLJ14959,-0.203,0.907,0.907
FLJ14966,-0.031,-0.341,0.341
FLJ14981,-0.073,1.389,1.389
FLJ16030,0.336,-0.224,0.336
FLJ16046,-0.181,0.362,0.362
FLJ16124,1.035,1.531,1.531
FLJ16139,1.337,1.785,1.785
FLJ16171,1.9205,2.3425000000000002,2.3425000000000002
FLJ16323,-0.324,0.629,0.629
FLJ16331,1.186,1.915,1.915
FLJ16353,1.114,0.037,1.114
FLJ16478,0.426,1.391,1.391
FLJ16518,-0.617,-0.386,0.617
FLJ20010,1.0715,0.747,1.0715
FLJ20013,1.178,-0.078,1.178
FLJ20014,0.6094999999999999,1.4905,1.4905
FLJ20032,0.1725,-0.98,0.98
FLJ20035,0.567,0.172,0.567
FLJ20045,-0.152,0.423,0.423
FLJ20054,-0.07200000000000001,-0.136,0.136
FLJ20071,0.0030000000000000027,-0.736,0.736
FLJ20073,0.4505,0.3925,0.4505
FLJ20084,0.8305,0.8135,0.8305
FLJ20097,-0.08800000000000001,-0.4425,0.4425
FLJ20105,-4.609,-0.40549999999999997,4.609
FLJ20125,-0.0805,0.29400000000000004,0.29400000000000004
FLJ20130,0.19699999999999998,-0.1575,0.19699999999999998
FLJ20152,1.327,1.3755000000000002,1.3755000000000002
FLJ20156,-0.863,-0.9215,0.9215
FLJ20160,-0.628,-0.3045,0.628
FLJ20171,-0.8400000000000001,-1.322,1.322
FLJ20174,-0.4,-1.0525,1.0525
FLJ20186,1.2770000000000001,1.7134999999999998,1.7134999999999998
FLJ20195,0.6519999999999999,-0.08800000000000001,0.6519999999999999
FLJ20200,-0.40750000000000003,-0.9035,0.9035
FLJ20202,-0.05299999999999999,0.3585,0.3585
FLJ20203,-0.6115,0.46249999999999997,0.6115
FLJ20209,-0.366,0.9319999999999999,0.9319999999999999
FLJ20211,-2.174,-0.9730000000000001,2.174
FLJ20225,0.587,-0.3865,0.587
FLJ20232,-0.1355,0.009499999999999995,0.1355
FLJ20241,0.1555,0.16150000000000003,0.16150000000000003
FLJ20244,0.1395,0.258,0.258
